"Education_Sector","Entity_Type","School_No","School_Name","School_Type","School_Status",""Prep Males Total"",""Prep Females Total"",""Prep Total"",""Year 1 Males Total"",""Year 1 Females Total"",""Year 1 Total"",""Year 2 Males total"",""Year 2 Females Total"",""Year 2 Total"",""Year 3 Males Total"",""Year 3 Females Total"",""Year 3 Total"",""Year 4 Males Total"",""Year 4 Females Total"",""Year 4 Total"",""Year 5 Males Total"",""Year 5 Females Total"",""Year 5 Total"",""Year 6 Males Total"",""Year 6 Females Total"",""Year 6 Total"",""Primary Ungraded Males Total"",""Primary Ungraded Females Total"",""Primary Ungraded Total"",""Primary Total"",""Year 7 Males Total"",""Year 7 Females Total"",""Year 7 Total"",""Year 8 Males Total"",""Year 8 Females Total"",""Year 8 Total"",""Year 9 Males Total"",""Year 9 Females Total"",""Year 9 Total"",""Year 10 Males Total"",""Year 10 Females Total"",""Year 10 Total"",""Year 11 Males Total"",""Year 11 Females Total"",""Year 11 Total"",""Year 12 Males"",""Year 12 Females"",""Year 12 Total"",""Secondary Ungraded Males Total"",""Secondary Ungraded Females Total"",""Secondary Ungraded Total"",""Secondary Total"",""Grand Total"","YEAR","CENSUS_TYPE"
"Catholic",2,20,"Parade College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","364","0","364","339","0","339","350","0","350","310","0","310","280.2","0","280.2","270","0","270","0","0","0","1913.2","1913.2",2018,"F"
"Catholic",2,25,"Simonds Catholic College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85","0","85","84","0","84","69","0","69","71","0","71","71","0","71","65","0","65","0","0","0","445","445",2018,"F"
"Catholic",2,26,"Christian Brothers' College St Kilda","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98","0","98","96","0","96","113","0","113","91","0","91","92","0","92","80.5","0","80.5","0","0","0","570.5","570.5",2018,"F"
"Catholic",2,28,"St Patrick's College Ballarat","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","224","0","224","248","0","248","232","0","232","229","0","229","208","0","208","218","0","218","0","0","0","1359","1359",2018,"F"
"Catholic",2,29,"St Patrick's School","Primary","O","17","17","34","18","13","31","11","24","35","16","20","36","17","22","39","17","13","30","24","16","40","0","0","0","245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","245",2018,"F"
"Catholic",2,30,"St Alipius' Parish School","Primary","O","22","15","37","17","23","40","17","24","41","20","24","44","14","16","30","23","21","44","23","17","40","0","0","0","276","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","276",2018,"F"
"Catholic",2,33,"Emmanuel College Inc.","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85","127","212","102","106","208","99","115","214","94.2","98","192.2","79.3","109.2","188.5","66.7","91","157.7","0","0","0","1172.4","1172.4",2018,"F"
"Catholic",2,35,"Loreto College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","157","157","0","156","156","0","155","155","0","158","158","0","160","160","0","141","141","0","0","0","927","927",2018,"F"
"Catholic",2,60,"St Mary's School","Primary","O","11","10","21","19","11","30","11","18","29","21","17","38","13","21","34","21","16","37","17","18","35","0","0","0","224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","224",2018,"F"
"Catholic",2,77,"Sacred Heart School","Primary","O","19","29","48","21","23","44","18","20","38","17","26","43","25","23","48","22","18","40","21","6","27","0","0","0","288","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","288",2018,"F"
"Catholic",2,78,"St Mary's School","Primary","O","28","17","45","25","21","46","28","21","49","31","20","51","25","27","52","24","21","45","19","22","41","0","0","0","329","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","329",2018,"F"
"Catholic",2,98,"St Michael's School","Primary","O","27","19","46","12","8","20","11","10","21","7","6","13","9","12","21","9","5","14","12","9","21","0","0","0","156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","156",2018,"F"
"Catholic",2,104,"St Patrick's School","Primary","O","31","22","53","22","16","38","27","27","54","18","26","44","16","19","35","20","20","40","25","29","54","0","0","0","318","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","318",2018,"F"
"Catholic",2,106,"Presentation College Windsor","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72","72","0","70","70","0","65","65","0","96","96","0","85","85","0","87","87","0","0","0","475","475",2018,"F"
"Catholic",2,107,"St Mary's School","Primary","O","12","23","35","17","27","44","23","22","45","19","26","45","24","23","47","15","26","41","18","19","37","0","0","0","294","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","294",2018,"F"
"Catholic",2,111,"Assumption College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","106","102","208","105","98","203","111","90","201","117","89","206","121","108","229","91","88","179","0","0","0","1226","1226",2018,"F"
"Catholic",2,113,"St Brendan's School","Primary","O","13","8","21","10","7","17","12","9","21","10","13","23","16","14","30","11","9","20","12","12","24","0","0","0","156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","156",2018,"F"
"Catholic",2,130,"Catherine McAuley College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116","127","243","106","120","226","118","109","227","134.4","140","274.4","112","124","236","125.3","118","243.3","0","0","0","1449.7","1449.7",2018,"F"
"Catholic",2,132,"St Augustine's School","Primary","O","23","18","41","20","18","38","18","21","39","17","10","27","14","24","38","12","19","31","25","21","46","0","0","0","260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","260",2018,"F"
"Catholic",2,139,"St Mary's School","Primary","O","27","28","55","32","37","69","29","20","49","24","32","56","28","22","50","28","21","49","32","23","55","0","0","0","383","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","383",2018,"F"
"Catholic",2,140,"St Aloysius' School","Primary","O","14","21","35","20","17","37","27","10","37","25","10","35","15","25","40","13","17","30","12","25","37","0","0","0","251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","251",2018,"F"
"Catholic",2,148,"St Joseph's School","Primary","O","37","38","75","42","33","75","41","26","67","43","30","73","27","32","59","17","24","41","12","22","34","0","0","0","424","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","424",2018,"F"
"Catholic",2,149,"Sacre Coeur","Pri/Sec","O","0","16","16","0","17","17","0","17","17","0","23","23","0","21","21","0","42","42","0","50","50","0","0","0","186","0","99","99","0","95","95","0","85","85","0","75","75","0","91","91","0","87","87","0","0","0","532","718",2018,"F"
"Catholic",2,151,"St Joseph's School","Primary","O","11","8","19","6","9","15","10","10","20","11","13","24","7","16","23","14","20","34","6","15","21","0","0","0","156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","156",2018,"F"
"Catholic",2,152,"Sacred Heart School","Primary","O","11","4","15","10","4","14","6","8","14","13","12","25","8","5","13","11","8","19","11","7","18","0","0","0","118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","118",2018,"F"
"Catholic",2,153,"Sacred Heart School","Primary","O","7","11","18","7","9","16","5","9","14","6","4","10","13","8","21","15","5","20","10","5","15","0","0","0","114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","114",2018,"F"
"Catholic",2,154,"St Michael's School","Primary","O","28.6","32","60.6","40","28","68","23","32","55","29.4","28","57.4","22","29","51","22","34","56","30","24","54","0","0","0","402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","402",2018,"F"
"Catholic",2,156,"St Brendan's School","Primary","O","16","25","41","30","24","54","32","18","50","33","25","58","30","40","70","30","26","56","31","38","69","0","0","0","398","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","398",2018,"F"
"Catholic",2,161,"St Mary's College","Pri/Sec","O","18","16","34","24","15","39","15","13","28","24","13","37","27","18","45","17","15","32","11","20","31","0","0","0","246","19","33","52","22","15","37","18","18","36","25","13","38","0","0","0","0","0","0","0","0","0","163","409",2018,"F"
"Catholic",2,181,"St Mary's School","Primary","O","2","3","5","3","1","4","3","4","7","5","4","9","2","2","4","7","3","10","5","3","8","0","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47",2018,"F"
"Catholic",2,183,"St Mary's Primary School","Primary","O","12","10","22","14","9","23","15","12","27","11","14","25","10","10","20","11","14","25","16","13","29","0","0","0","171","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","171",2018,"F"
"Catholic",2,184,"St Patrick's Primary School","Primary","O","41","38","79","48","32","80","37","40","77","41","42","83","45","36.6","81.6","52","31.4","83.4","46","37","83","0","0","0","567","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","567",2018,"F"
"Catholic",2,185,"St Brigid's School","Primary","O","3","7","10","4","5","9","15","8","23","7","9","16","11","5","16","12","4","16","13","10","23","0","0","0","113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","113",2018,"F"
"Catholic",2,187,"St Patrick's School","Primary","O","1","4","5","6","2","8","1","5","6","1","7","8","6","1","7","4","6","10","3","3","6","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50",2018,"F"
"Catholic",2,191,"St Mary's School","Primary","O","11","18","29","11","16","27","13","10","23","11","9","20","16","12","28","11","8","19","10","19","29","0","0","0","175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","175",2018,"F"
"Catholic",2,192,"St Augustine's School","Primary","O","11","13","24","6","6","12","11","17","28","6","10","16","7","7","14","5","6","11","4","5","9","0","0","0","114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","114",2018,"F"
"Catholic",2,204,"St Monica's School","Primary","O","21","20","41","27","23","50","24","19","43","24","30","54","18","25","43","20","21","41","30","33","63","0","0","0","335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","335",2018,"F"
"Catholic",2,205,"St Joseph's School","Primary","O","13","32","45","26","22","48","22","20","42","20","27","47","25","24","49","25","16","41","29","27","56","0","0","0","328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","328",2018,"F"
"Catholic",2,212,"St Brendan's Primary School","Primary","O","0","0","0","1","2","3","1","4","5","3","3","6","1","1","2","1","3","4","3","4","7","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27",2018,"F"
"Catholic",2,219,"Sacred Heart College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","260","260","0","260","260","0","268","268","0","231","231","0","228","228","0","219","219","0","0","0","1466","1466",2018,"F"
"Catholic",2,227,"St Patrick's School","Primary","O","9","5","14","7","5","12","7","8","15","1","6","7","11","12","23","3","6","9","2","2","4","0","0","0","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84",2018,"F"
"Catholic",2,236,"St Joseph's College Mildura","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89","81","170","65","78","143","82","86","168","65","76","141","44","41.6","85.6","37","40","77","0","0","0","784.6","784.6",2018,"F"
"Catholic",2,250,"Star of the Sea College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","219","219","0","199","199","0","196","196","0","190","190","0","187","187","0","178","178","0","0","0","1169","1169",2018,"F"
"Catholic",2,251,"St James' School","Primary","O","17","17","34","10","17","27","15","13","28","9","20","29","21","26","47","8","20","28","13","34","47","0","0","0","240","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","240",2018,"F"
"Catholic",2,252,"St Peter's School","Primary","O","48","46","94","35","41","76","43","33","76","50","54","104","38","50","88","50","45","95","56","38","94","0","0","0","627","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","627",2018,"F"
"Catholic",2,262,"St Liborius' School","Primary","O","26","22","48","16","25","41","19","16","35","23","19","42","22","24","46","17","16","33","9","12","21","0","0","0","266","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","266",2018,"F"
"Catholic",2,265,"Damascus College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","124","205","92","111","203","87","105","192","85","105","190","62","90","152","46","86","132","0","0","0","1074","1074",2018,"F"
"Catholic",2,285,"St Mary's School","Primary","O","4","3","7","2","3","5","1","6","7","4","4","8","13","3","16","6","5","11","3","5.6","8.6","0","0","0","62.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62.6",2018,"F"
"Catholic",2,286,"Sacred Heart College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","78","158","65","67","132","72","71","143","67","78","145","59","65","124","51","67","118","0","0","0","820","820",2018,"F"
"Catholic",2,289,"St Ambrose's School","Primary","O","15","13","28","25","20","45","23","16","39","14","18","32","18","13","31","22","17","39","11","13","24","0","0","0","238","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","238",2018,"F"
"Catholic",2,299,"St Joseph's School","Primary","O","2","3","5","6","1","7","2","1","3","4","3","7","3","2","5","2","6","8","5","4","9","0","0","0","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44",2018,"F"
"Catholic",2,324,"Sacred Heart School","Primary","O","11","20","31","14","26","40","19","12","31","18","20","38","13","7","20","12","14","26","24","10","34","0","0","0","220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","220",2018,"F"
"Catholic",2,336,"St Paul's School","Primary","O","20","19","39","20","19","39","26","16","42","20","14","34","13","13","26","16","24","40","13","19","32","0","0","0","252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","252",2018,"F"
"Catholic",2,338,"St Andrew's School","Primary","O","14","27","41","14","28","42","24","23","47","29","19","48","10","16","26","27","23","50","31","19","50","0","0","0","304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","304",2018,"F"
"Catholic",2,353,"St Brigid's School","Primary","O","12","14","26","7","9","16","12","9","21","14","16","30","12","8","20","6","20","26","11","18","29","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168",2018,"F"
"Catholic",2,355,"Our Lady of Mount Carmel School","Primary","O","18","24","42","26","18","44","23","21","44","16","22","38","24","14","38","17","22","39","23","17","40","0","0","0","285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","285",2018,"F"
"Catholic",2,367,"St Joseph's School","Primary","O","3","3","6","2","5","7","5","3","8","0","0","0","5","6","11","4","2","6","2","6","8","0","0","0","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46",2018,"F"
"Catholic",2,368,"St Mary's School","Primary","O","6","4","10","6","3","9","11","8","19","8","10","18","6.4","8","14.4","0","11","11","9","9","18","0","0","0","99.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.4",2018,"F"
"Catholic",2,379,"St Mary's School","Primary","O","1","1","2","2","0","2","1","2","3","2","2","4","1","4","5","1","2","3","2","4","6","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25",2018,"F"
"Catholic",2,384,"FCJ College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","26","56","23","27","50","27","41","68","24","31","55","21","19","40","17","36","53","0","0","0","322","322",2018,"F"
"Catholic",2,386,"St Patrick's School","Primary","O","43","38","81","45","38","83","41","42","83","34","42","76","31","23","54","47","41","88","35","37","72","0","0","0","537","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","537",2018,"F"
"Catholic",2,401,"Sacred Heart Primary School","Primary","O","29","24","53","31","36","67","32","29","61","32","34","66","37","30","67","19","33","52","34","41","75","0","0","0","441","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","441",2018,"F"
"Catholic",2,404,"Xavier College","Pri/Sec","O","25","8","33","21","7","28","22","7","29","26","8","34","30","5","35","146","0","146","163","0","163","0","0","0","468","242","0","242","233","0","233","248","0","248","253","0","253","249","0","249","257","0","257","0","0","0","1482","1950",2018,"F"
"Catholic",2,409,"St Joseph's School","Primary","O","1","1","2","3","2","5","2","1","3","3","1","4","2","4","6","3","1","4","5","1","6","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30",2018,"F"
"Catholic",2,411,"Marian College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","61","91","31","46","77","39","41","80","39","47","86","47","48","95","34","43","77","0","0","0","506","506",2018,"F"
"Catholic",2,413,"Sacred Heart School","Primary","O","3","2","5","3","2","5","3","3","6","5","2","7","0","5","5","1","3","4","4","3","7","0","0","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39",2018,"F"
"Catholic",2,414,"St Bernard's School","Primary","O","23","15","38","28","15","43","19","20.4","39.4","19","26","45","16","21","37","18","17","35","18","14","32","0","0","0","269.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","269.4",2018,"F"
"Catholic",2,445,"St Patrick's School","Primary","O","7","7","14","11","10","21","4","6","10","2","15","17","12","14","26","6","6","12","15","9","24","0","0","0","124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","124",2018,"F"
"Catholic",2,467,"Academy of Mary Immaculate","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119","119","0","120","120","0","110","110","0","81","81","0","101","101","0","100","100","0","0","0","631","631",2018,"F"
"Catholic",2,468,"Sacred Heart School","Primary","O","6","8","14","13","12","25","8","7","15","5","9","14","7","8","15","6","4","10","5","15","20","0","0","0","113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","113",2018,"F"
"Catholic",2,474,"Mount Lilydale Mercy College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","135","130","265","132","133","265","118","140","258","118","126","244","106","137","243","88","123","211","0","0","0","1486","1486",2018,"F"
"Catholic",2,477,"St Monica's School","Primary","O","8","10","18","9","14","23","9","9","18","12","5","17","10","10","20","10","9","19","4","5","9","0","0","0","124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","124",2018,"F"
"Catholic",2,478,"St Augustine's School","Primary","O","14","11","25","9","10","19","13","15","28","12","16","28","14","9","23","8","19","27","13","13","26","0","0","0","176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","176",2018,"F"
"Catholic",2,486,"St Michael & St John's School","Primary","O","17","17","34","17","20","37","18","15","33","28","16","44","18","19","37","17","17","34","19","15","34","0","0","0","253","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","253",2018,"F"
"Catholic",2,495,"Trinity College Colac Inc","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70","64","134","63","58","121","63","67","130","72","57","129","50","58","108","41","58","99","0","0","0","721","721",2018,"F"
"Catholic",2,496,"St Mary's School","Primary","O","24","23.2","47.2","21","17.4","38.4","17.6","22","39.6","19","25","44","23","21","44","18","17.4","35.4","30","19","49","0","0","0","297.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","297.6",2018,"F"
"Catholic",2,500,"Kilbreda College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","166","166","0","165","165","0","156","156","0","170","170","0","147","147","0","155","155","0","0","0","959","959",2018,"F"
"Catholic",2,501,"Padua College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","232","230","462","225","210","435","215","220","435","229","189","418","199","190","389","158","178","336","0","0","0","2475","2475",2018,"F"
"Catholic",2,515,"Notre Dame College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","133","129","262","169","129","298","154","131","285","145","131","276","137","142","279","97","127","224","0","0","0","1624","1624",2018,"F"
"Catholic",2,518,"Sacred Heart College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","27","60","30","26","56","22","17","39","23","23","46","19","24","43","18","12","30","0","0","0","274","274",2018,"F"
"Catholic",2,524,"St John's School","Primary","O","4","7","11","4","7","11","10","8.6","18.6","10","13","23","6","6","12","13","10","23","11","8","19","0","0","0","117.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","117.6",2018,"F"
"Catholic",2,525,"St Joseph's School","Primary","O","24","14","38","18","17","35","21","17","38","26","12","38","15","26","41","19","24","43","23","21","44","0","0","0","277","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","277",2018,"F"
"Catholic",2,539,"St Joseph's School","Primary","O","35","35","70","49","36.6","85.6","37","47","84","37","40","77","35","53","88","44","48","92","52","36","88","0","0","0","584.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","584.6",2018,"F"
"Catholic",2,548,"Saint Ignatius College Geelong","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","114","111","225","107","118","225","111","109","220","104","112","216","107","103","210","86","97","183","0","0","0","1279","1279",2018,"F"
"Catholic",2,549,"St Mary's School","Primary","O","18","23","41","11","15","26","12","14","26","18","17","35","18","22","40","18","15","33","20","12","32","0","0","0","233","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","233",2018,"F"
"Catholic",2,550,"St Patrick's School","Primary","O","21","28","49","29","38","67","26","21","47","34","38","72","46","34","80","39","42","81","42","33","75","0","0","0","471","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","471",2018,"F"
"Catholic",2,566,"St Monica's Primary School","Primary","O","36","34","70","32","44","76","43","31","74","38","41","79","49","34","83","40","34","74","40","37","77","0","0","0","533","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","533",2018,"F"
"Catholic",2,567,"St Patrick's School","Primary","O","15","11","26","16","18","34","15","19","34","19","15","34","25","17","42","17","19","36","21","22","43","0","0","0","249","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","249",2018,"F"
"Catholic",2,576,"Catholic Ladies' College Ltd","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","118","118","0","124","124","0","151","151","0","112","112","0","141","141","0","181","181","0","0","0","827","827",2018,"F"
"Catholic",2,579,"St Joseph's School","Primary","O","5","9","14","10","4","14","10","8","18","6","6","12","6","10","16","7","5","12","8","7","15","0","0","0","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101",2018,"F"
"Catholic",2,581,"St Mary's School","Primary","O","5","5","10","7","9","16","7","6","13","8","4","12","7","11","18","10","10","20","7","9","16","0","0","0","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105",2018,"F"
"Catholic",2,584,"St Mary's School","Primary","O","45","52","97","49","35","84","48","53","101","31","44","75","33","44","77","33","42","75","29","47","76","0","0","0","585","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","585",2018,"F"
"Catholic",2,590,"Sacred Heart School","Primary","O","18","15","33","21","16","37","22","25","47","26","24","50","33","17","50","5.6","10.6","16.2","12","18","30","0","0","0","263.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","263.2",2018,"F"
"Catholic",2,594,"St Mary's School","Primary","O","13","13","26","11","12","23","13","13","26","15","8","23","13","7","20","13","15","28","12","12","24","0","0","0","170","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","170",2018,"F"
"Catholic",2,595,"St Joseph's College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","82","162","95.2","66","161.2","85","78","163","66","98","164","49","84","133","51","76","127","0","0","0","910.2","910.2",2018,"F"
"Catholic",2,599,"St Patrick's School","Primary","O","14","16","30","13","10","23","16","16","32","15","15","30","14","19.2","33.2","16","20","36","12","10","22","0","0","0","206.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","206.2",2018,"F"
"Catholic",2,603,"St Joseph's School","Primary","O","10","10","20","11","9","20","8","9","17","5","10","15","9","11","20","5","4","9","10","9","19","0","0","0","120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120",2018,"F"
"Catholic",2,605,"St Aloysius College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86","86","0","78","78","0","95","95","0","86","86","0","71","71","0","87","87","0","0","0","503","503",2018,"F"
"Catholic",2,607,"All Saints Parish School","Primary","O","15","15","30","9","10","19","19","20","39","5","18","23","17","15","32","13","18","31","20","18","38","0","0","0","212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","212",2018,"F"
"Catholic",2,625,"Catholic College Sale","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85","69","154","79.4","66","145.4","73","73","146","79","64","143","52","66","118","42","64","106","0","0","0","812.4","812.4",2018,"F"
"Catholic",2,646,"St Augustine's College","Pri/Sec","O","26","29","55","29","34","63","17","23","40","23","27","50","27","25","52","28","30","58","31","21","52","0","0","0","370","35","19","54","37","35","72","35","13","48","25","36","61","26","30","56","21","25","46","0","0","0","337","707",2018,"F"
"Catholic",2,653,"Our Holy Redeemer School","Primary","O","14","12","26","13","10","23","15","9","24","11","12","23","13","25","38","5","8","13","13","11","24","0","0","0","171","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","171",2018,"F"
