Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,"Prep Males Total""""","Prep Females Total""""","Prep Total""""","Year 1 Males Total""""","Year 1 Females Total""""","Year 1 Total""""","Year 2 Males total""""","Year 2 Females Total""""","Year 2 Total""""","Year 3 Males Total""""","Year 3 Females Total""""","Year 3 Total""""","Year 4 Males Total""""","Year 4 Females Total""""","Year 4 Total""""","Year 5 Males Total""""","Year 5 Females Total""""","Year 5 Total""""","Year 6 Males Total""""","Year 6 Females Total""""","Year 6 Total""""","Primary Ungraded Males Total""""","Primary Ungraded Females Total""""","Primary Ungraded Total""""","Primary Total""""","Year 7 Males Total""""","Year 7 Females Total""""","Year 7 Total""""","Year 8 Males Total""""","Year 8 Females Total""""","Year 8 Total""""","Year 9 Males Total""""","Year 9 Females Total""""","Year 9 Total""""","Year 10 Males Total""""","Year 10 Females Total""""","Year 10 Total""""","Year 11 Males Total""""","Year 11 Females Total""""","Year 11 Total""""","Year 12 Males""""","Year 12 Females""""","Year 12 Total""""","Secondary Ungraded Males Total""""","Secondary Ungraded Females Total""""","Secondary Ungraded Total""""","Secondary Total""""",Grand Total
Catholic,2,724,St Mary's School,Primary,O,4,14,18,9,8,17,14,10,24,10,9,19,13,10,23,6,9,15,7,14,21,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
Catholic,2,726,St Kilian's School,Primary,O,20,18,38,12,24,36,14,23,37,21,17,38,19,22,41,17,17,34,17,19,36,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
Catholic,2,733,Genazzano FCJ College,Pri/Sec,O,0,8,8,0,7,7,0,15,15,0,11,11,0,23,23,0,50,50,0,61,61,0,0,0,175,0,122,122,0,130,130,0,162,162,0,134,134,0,150,150,0,160,160,0,0,0,858,1033
Catholic,2,753,St Augustine's School,Primary,O,23,23,46,31,15,46,19,30,49,33,20,53,15,29,44,24,18,42,20,21,41,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321
Catholic,2,782,St Patrick's School,Primary,O,8,12,20,16,12,28,5,9,14,9,17,26,13,7,20,15,9,24,7,13,20,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
Catholic,2,836,St Patrick's School,Primary,O,19,16,35,24,23,47,21,24,45,24,22,46,42,25,67,28,18,46,31,21,52,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338
Catholic,2,840,St Thomas' School,Primary,O,6,5,11,11,16,27,3,5,8,12,10,22,12,9,21,6,16,22,8,9,17,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
Catholic,2,841,St Joseph's School,Primary,O,26,26,52,29,22,51,29,28,57,27,30,57,43,26,69,23,33,56,33,30,63,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405
Catholic,2,848,St Joseph's School,Primary,O,20,14,34,25,13,38,21,18,39,28,20,48,19,25,44,21,19,40,29,19,48,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
Catholic,2,909,St John's School,Primary,O,28,21,49,27,17,44,25,24,49,20,21,41,13,34,47,22,18,40,22,24,46,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316
Catholic,2,914,Our Lady of Mercy College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,207,0,206,206,0,198,198,0,193,193,0,176,176,0,194,194,0,0,0,1174,1174
Catholic,2,915,St Joseph's School,Primary,O,18,21,39,20,21,41,21,30,51,17,34,51,22,28,50,28.2,17,45.2,14,26,40,0,0,0,317.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.2
Catholic,2,923,St Brigid's School,Primary,O,20,15,35,17,17,34,23,21,44,25,24,49,15,20,35,23,20,43,22,18,40,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280
Catholic,2,924,St Columba's School,Primary,O,25,20,45,24,25,49,17,22,39,23,24,47,20,26,46,18,27,45,9,21,30,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301
Catholic,2,931,Our Lady Help of Christians School,Primary,O,23,22,45,20,28,48,15.4,19,34.4,25,30,55,27,25,52,19,11,30,22,21,43,0,0,0,307.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.4
Catholic,2,932,St Anthony's School,Primary,O,10,12,22,14,9,23,13,22,35,11,5,16,13,7,20,8,22,30,10,7,17,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
Catholic,2,935,St Mary's School,Primary,O,15,20,35,13,24,37,16,20,36,20,21,41,21,16,37,20,14,34,16,17,33,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253
Catholic,2,937,Sacred Heart School,Primary,O,20,18,38,19,17,36,22,25,47,20,21,41,15,21,36,18,19,37,19,17,36,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271
Catholic,2,950,St Joseph's School,Primary,O,29,13,42,25,15,40,26,19,45,13,17,30,23,19,42,17,21,38,20,20,40,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277
Catholic,2,954,St Mary's School,Primary,O,29,27,56,24,26,50,26,22,48,24,29,53,28,25,53,22,29,51,26,28,54,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365
Catholic,2,955,St Joseph's School,Primary,O,9,11,20,10,13,23,8,9,17,8,7,15,5,10,15,2,6,8,8,5,13,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
Catholic,2,956,De La Salle College,Pri/Sec,O,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,27,0,27,28,0,28,0,0,0,74,160,0,160,196,0,196,186,0,186,167,0,167,184,0,184,157,0,157,0,0,0,1050,1124
Catholic,2,962,St Margaret Mary's School,Primary,O,11,15,26,6,13,19,14,10,24,10,6,16,11,15,26,7,9,16,5,8,13,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
Catholic,2,981,St Francis Xavier School,Primary,O,33,31,64,29,33,62,30,21,51,27,29,56,25,26,51,25,26,51,26,22,48,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383
Catholic,2,991,St Laurence O'Toole School,Primary,O,14,11,25,16,11,27,10,19,29,14,10,24,13,16,29,16,21,37,22,20,42,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
Catholic,2,999,St Joseph's School,Primary,O,10,7,17,8,10,18,5,9,14,12,14,26,14,8,22,8,7,15,11,8,19,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
Catholic,2,1013,St Brigid's School,Primary,O,26,17,43,17,25,42,27,26,53,24,30,54,22,22,44,30,22,52,21,25,46,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334
Catholic,2,1015,St James School,Primary,O,10,9,19,15,8,23,11,9,20,9,2,11,5,8,13,4,3,7,5,8,13,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
Catholic,2,1024,St Mary's School,Primary,O,20,22,42,17,21,38,22,26,48,22,21,43,29,19,48,12,12,24,8,15,23,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266
Catholic,2,1033,Holy Rosary School,Primary,O,23,22,45,25,27,52,13,22,35,30,26,56,27,16,43,21,24,45,19,11,30,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306
Catholic,2,1036,St Aloysius' School,Primary,O,7,9,16,3,12,15,16,11,27,8,9,17,14,7,21,15,6,21,10,3,13,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
Catholic,2,1041,St Anthony's School,Primary,O,18,14,32,17,22,39,18,13,31,19,21,40,28,18.4,46.4,18,17,35,19,16,35,0,0,0,258.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.4
Catholic,2,1045,St Joseph's School,Primary,O,18.4,6,24.4,11,10,21,22,11,33,21,10,31,16,13,29,12,16,28,19,4,23,0,0,0,189.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.4
Catholic,2,1058,St Mary's School,Primary,O,4,6,10,5,3,8,3,7,10,5,3,8,7,9,16,8,4,12,9,7,16,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
Catholic,2,1067,Holy Rosary School,Primary,O,27,18,45,20,24,44,20,25,45,20,25,45,27,21,48,25,15,40,6,18,24,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
Catholic,2,1070,St Columba's School,Primary,O,7,13,20,11,12,23,12,9,21,10,7,17,12,10,22,12,19,31,9,8,17,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
Catholic,2,1072,Our Lady of the Rosary,Primary,O,23,22,45,22,16,38,20,22,42,21,26,47,19,29,48,23,20,43,16,22,38,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301
Catholic,2,1084,St Mary's School,Primary,O,39,44,83,55,38,93,41,46,87,39,34,73,29,41,70,25,23,48,34,31,65,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519
Catholic,2,1097,St Mary's School,Primary,O,12,11,23,14,12,26,9,10,19,13,18,31,4,11,15,12,10,22,10,6,16,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
Catholic,2,1099,St Brendan's School,Primary,O,3,4,7,5,6,11,3,1,4,2,1,3,6,3,9,3,2,5,2,6,8,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
Catholic,2,1101,Our Lady of the Immaculate Conception School,Primary,O,22,25,47,29,19,48,28,24,52,31,19,50,23,31,54,23,27,50,24,31,55,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356
Catholic,2,1108,St Mary's School,Primary,O,23,16,39,20,16,36,15.4,14,29.4,10,21,31,20,17,37,13,18,31,18,21,39,0,0,0,242.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.4
Catholic,2,1109,St John's School,Primary,O,15,11,26,17,17,34,15,11,26,17,18,35,13,16,29,17,14,31,11,13,24,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
Catholic,2,1122,St Brigid's College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,32,58.6,36.6,31,67.6,38,28,66,37.4,29.4,66.8,39,44,83,24,33,57,0,0,0,399,399
Catholic,2,1130,St Aloysius' School,Primary,O,2,4,6,6,5,11,3,8,11,7,4,11,3,3,6,3,6,9,4,4,8,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
Catholic,2,1134,St Joan of Arc School,Primary,O,21,30,51,30,25,55,25,30,55,26,28,54,22,30,52,20,28,48,30,22,52,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367
Catholic,2,1136,St John's School,Primary,O,19,14,33,12,10,22,16,19,35,11,13,24,7,14,21,19,22,41,8,13,21,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197
Catholic,2,1146,St John's School,Primary,O,26,12,38,13,12,25,14,9,23,14,9,23,17,12,29,17,10,27,4,15,19,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184
Catholic,2,1152,St Joseph's School,Primary,O,22,16,38,20,24,44,32,17,49,18,24,42,20.2,25,45.2,17.4,30,47.4,18,24,42,0,0,0,307.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.6
Catholic,2,1164,Mary Immaculate School,Primary,O,10,8,18,5,8,13,10,6,16,12,9,21,9,8,17,9,14,23,3,9,12,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
Catholic,2,1173,St Joseph's School,Primary,O,0,3,3,6,3,9,4,2,6,5,4,9,3,3,6,5,7,12,1,1,2,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
Catholic,2,1176,Our Lady of Lourdes School,Primary,O,19,15,34,14,18,32,4,12,16,10,14.6,24.6,5,10,15,9,4,13,7,4,11,0,0,0,145.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.6
Catholic,2,1177,St Joseph's School,Primary,O,5,4,9,3,6,9,3,3,6,5,2,7,4,4,8,2,6,8,0,2,2,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
Catholic,2,1188,St Mary's School,Primary,O,10,9,19,10,10,20,13,8,21,15,8,23,19,14,33,15,9,24,11.4,22,33.4,0,0,0,173.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.4
Catholic,2,1193,St Therese's School,Primary,O,46,36,82,37,32,69,40,36,76,39,42,81,33,47,80,45,32,77,46,34,80,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545
Catholic,2,1196,Sacred Heart School,Primary,O,5,5,10,5,2,7,4,9,13,1,6,7,10,9,19,2,3,5,9,3,12,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
Catholic,2,1206,Our Lady of Good Counsel School,Primary,O,12,20,32,1,19,20,27,21,48,18,18,36,24,20,44,8,15,23,15,18,33,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236
Catholic,2,1212,St Kevin's School,Primary,O,9,9,18,3,7,10,7,8,15,13,13,26,3,13,16,10,10,20,5,17,22,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
Catholic,2,1217,St Joseph's School,Primary,O,28,21,49,26,25,51,26,24,50,26,25,51,25,26,51,41,32,73,28,21,49,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374
Catholic,2,1221,St Finbar's School,Primary,O,15,18,33,21,25,46,29,17,46,27,25,52,24,24,48,20,25,45,21,28,49,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319
Catholic,2,1226,Loreto Mandeville Hall,Pri/Sec,O,0,20,20,0,24,24,0,24,24,0,28,28,0,36,36,0,104,104,0,102,102,0,0,0,338,0,159,159,0,149,149,0,146,146,0,154,154,0,111,111,0,109,109,0,0,0,828,1166
Catholic,2,1229,St Dominic's School,Primary,O,24,21,45,25,21,46,17,13,30,26,26,52,25,28,53,14,16,30,19,16,35,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
Catholic,2,1231,St Mary's School,Primary,O,25,21,46,27,23,50,17,31,48,29,21,50,21,28,49,16,26,42,11,28,39,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324
Catholic,2,1252,Holy Rosary School,Primary,O,7,8,15,3,9,12,1,7,8,7,11,18,13,11,24,7,15,22,6,6,12,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
Catholic,2,1253,St Mary's School,Primary,O,7,15,22,14,5,19,12,7,19,5,8,13,6,5,11,5,10,15,4,5,9,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
Catholic,2,1260,St Joseph's School,Primary,O,12,25,37,14,14,28,8,15,23,22,11,33,13,10,23,13,8,21,18,11,29,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
Catholic,2,1265,St Fidelis' School,Primary,O,17,21,38,18,20,38,26,16,42,28,19,47,26,17,43,28,19,47,20,32,52,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307
Catholic,2,1272,St Francis Xavier's School,Primary,O,22,25,47,20,29,49,26,26,52,25,28,53,13,26,39,31,21,52,25,30,55,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347
Catholic,2,1273,St Mary's School,Primary,O,22,21,43,25,23,48,19,25,44,22,17,39,17,25,42,15,16,31,16,23,39,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286
Catholic,2,1275,Our Lady Help of Christians School,Primary,O,13,16,29,12,10,22,11,12,23,19,17,36,15,17,32,13,16,29,14,15,29,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
Catholic,2,1277,Our Lady of the Sacred Heart School,Primary,O,10,12,22,5,16,21,6,13,19,11,12,23,25,11,36,13,6,19,13,14,27,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
Catholic,2,1280,St Francis Xavier School,Primary,O,11,11,22,10,10,20,11,6,17,8,16,24,13,10,23,7,18,25,10,11,21,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
Catholic,2,1287,Our Lady of Sion College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,165,0,168,168,0,165,165,0,152,152,0,145,145,0,139,139,0,0,0,934,934
Catholic,2,1289,St Gabriel's School,Primary,O,17,15,32,7,7,14,11,15,26,12,9,21,19,4,23,14,11,25,10,10,20,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
Catholic,2,1291,St Paul's School,Primary,O,24,28,52,25,28,53,27,21,48,31,21,52,28,24,52,33,19,52,24,28,52,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361
Catholic,2,1292,St Joseph's School,Primary,O,4,8,12,9,5,14,11,10,21,9,12,21,10,7,17,11,10,21,18,16,34,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
Catholic,2,1299,Salesian College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,94,226,129,98,227,105,107,212,112,91,203,114,91,205,91,70,161,0,0,0,1234,1234
Catholic,2,1301,St Patrick's School,Primary,O,14,11,25,6,11,17,14,3,17,10,10,20,12,2,14,6,13,19,7,10,17,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
Catholic,2,1309,St Joseph's School,Primary,O,11,11,22,10,7,17,8,12,20,9,12,21,1,11,12,9,9,18,4,3,7,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
Catholic,2,1310,St Patrick's School,Primary,O,28,22,50,19,31,50,28,23,51,40,20,60,30,20,50,24,21,45,25,28,53,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359
Catholic,2,1311,St Roch's School,Primary,O,17,13,30,18,15,33,19,13,32,13,16,29,13,8,21,3,8,11,8,8,16,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
Catholic,2,1312,Holy Eucharist School,Primary,O,4,1,5,3,0,3,3,0,3,5,4,9,1,0,1,3,1,4,3,3,6,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
Catholic,2,1328,St Anne's School,Primary,O,9,1,10,10,10.2,20.2,12,9,21,19,15,34,16,9,25,15,10,25,12,13,25,0,0,0,160.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.2
Catholic,2,1342,Our Lady of Perpetual Help School,Primary,O,22,24,46,25,22,47,22,19,41,22,21,43,20,22,42,26,19,45,27,25,52,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316
Catholic,2,1343,St Francis Xavier's School,Primary,O,21,24,45,32,23,55,24,26,50,31,21,52,30,31,61,21,26,47,32.6,36,68.6,0,0,0,378.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.6
Catholic,2,1347,St Joseph's School,Primary,O,21,20,41,14,11,25,17,19,36,20,12,32,19,10,29,20,8,28,11,16,27,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218
Catholic,2,1354,St Cecilia's School,Primary,O,18,15,33,24,25,49,11,20,31,15,18,33,28,20,48,11,22,33,14,9,23,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
Catholic,2,1368,St Joseph's School,Primary,O,22,30,52,25,25,50,19,26,45,30,23,53,22,31,53,32,17,49,17,24,41,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343
Catholic,2,1373,St Joseph's School,Primary,O,2,5,7,7,5,12,8,6,14,4,5,9,4,9,13,8,7,15,7,6,13,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
Catholic,2,1383,St Peter's School,Primary,O,13,15,28,16,22,38,39,29,68,26,24,50,26,28,54,30,35,65,36,37,73,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376
Catholic,2,1386,Santa Maria College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,179,0,152,152,0,144,144,0,160,160,0,145,145,0,146,146,0,0,0,926,926
Catholic,2,1393,Sacred Heart School,Primary,O,16,25,41,17,26,43,19,25,44,17,26,43,19,20,39,22,25,47,25,29,54,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311
Catholic,2,1398,St Mark's School,Primary,O,13,11,24,10,10,20,16,9,25,6,13,19,12,12,24,10,15,25,10,20,30,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
Catholic,2,1406,St John the Baptist School,Primary,O,10,14,24,14.4,3,17.4,11,11,22,18,11,29,11,11,22,15,13,28,19,8,27,0,0,0,169.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.4
Catholic,2,1407,St John's School,Primary,O,9,6,15,7,6,13,8,10,18,16,15,31,16,9,25,8,11,19,11,16,27,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
Catholic,2,1408,St Mary's School,Primary,O,26,18,44,23,26,49,31,24,55,26,26,52,33,21,54,22,33,55,21,17,38,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347
Catholic,2,1412,St Raphael's School,Primary,O,21,21,42,14,22,36,23,22,45,11,32,43,19,22,41,15,21,36,15,10,25,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268
Catholic,2,1415,St Kevin's College,Pri/Sec,O,43,0,43,46,0,46,46,0,46,54,0,54,55,0,55,140,0,140,112,0,112,0,0,0,496,252,0,252,258,0,258,262,0,262,258,0,258,266,0,266,244,0,244,0,0,0,1540,2036
Catholic,2,1416,St John the Baptist's School,Primary,O,9,10,19,11,18,29,16,16,32,10,19,29,14,13,27,15,14,29,14,15,29,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
Catholic,2,1422,St Vincent de Paul's School,Primary,O,30,25,55,32,24,56,29,26,55,31,36,67,39,31,70,34,21,55,36,40,76,0,0,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434
Catholic,2,1425,St Joseph's College Geelong,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,305,304,0,304,309.4,0,309.4,299.4,0,299.4,273,0,273,245,0,245,0,0,0,1735.8,1735.8
Catholic,2,1429,St Joseph's School,Primary,O,44,31,75,36,31,67,41,49,90,42,43,85,50,48,98,54,41,95,53,47,100,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610
Catholic,2,1431,St Bede's College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,251,249,0,249,238,0,238,235,0,235,290,0,290,277,0,277,0,0,0,1540,1540
Catholic,2,1438,Holy Name School,Primary,O,14,17,31,21,17,38,23,21,44,20,25,45,28,18,46,21,20,41,19,23,42,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287
Catholic,2,1445,Siena College Ltd,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,135,135,0,129,129,0,127,127,0,130,130,0,91,91,0,0,0,751,751
Catholic,2,1459,St Bernard's School,Primary,O,15,10,25,13,13,26,18,12,30,19,16,35,21,18,39,15,20,35,22,14,36,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
Catholic,2,1461,St Benedict's School,Primary,O,4,1,5,11,8,19,15,7,22,8,4,12,10,15,25,12,13,25,13,6,19,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
Catholic,2,1465,St Oliver Plunkett's School,Primary,O,30,20,50,17,25,42,32,30,62,28,21,49,24,26,50,25,24,49,20,29,49,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351
Catholic,2,1466,Corpus Christi School,Primary,O,10,9,19,20,10,30,15,14,29,11,16,27,18,21,39,17,14,31,13,11,24,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199
Catholic,2,1470,St Robert's School,Primary,O,24.4,30,54.4,32,23,55,33,20,53,35,21,56,29.4,24,53.4,30,23,53,26,28,54,0,0,0,378.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.8
