"Education_Sector","Entity_Type","School_No","School_Name","School_Type","School_Status","Prep Males Total","Prep Females Total","Prep Total","Year 1 Males Total","Year 1 Females Total","Year 1 Total","Year 2 Males Total","Year 2 Females Total","Year 2 Total","Year 3 Males Total","Year 3 Females Total","Year 3 Total","Year 4 Males Total","Year 4 Females Total","Year 4 Total","Year 5 Males Total","Year 5 Females Total","Year 5 Total","Year 6 Males Total","Year 6 Females Total","Year 6 Total","Primary Ungraded Males Total","Primary Ungraded Females Total","Primary Ungraded Total","Primary Total","Year 7 Males Total","Year 7 Females Total","Year 7 Total","Year 8 Males Total","Year 8 Females Total","Year 8 Total","Year 9 Males Total","Year 9 Females Total","Year 9 Total","Year 10 Males Total","Year 10 Females Total","Year 10 Total","Year 11 Males Total","Year 11 Females Total","Year 11 Total","Year 12 Males","Year 12 Females","Year 12 Total","Secondary Ungraded Males Total","Secondary Ungraded Females Total","Secondary Ungraded Total","Secondary Total","Grand Total","Year","CENSUS_TYPE"
"Catholic",2,684,"St Joseph's School","Primary","O","2","0","2","7","1","8","6","4","10","2","2","4","4","3","7","3","2","5","5","0","5","0","0","0","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41",2021,"F"
"Catholic",2,690,"Mercy Regional College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39","36","75","37","35","72","37","46","83","32","39","71","19","33","52","22","33","55","0","0","0","408","408",2021,"F"
"Catholic",2,691,"St Patrick's School","Primary","O","12","20","32","23","17","40","18","14","32","25","25","50","17","23","40","27","22","49","23","20","43","0","0","0","286","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","286",2021,"F"
"Catholic",2,707,"St Columba's College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","177","177","0","201","201","0","154","154","0","160","160","0","160","160","0","191","191","0","0","0","1043","1043",2021,"F"
"Catholic",2,715,"St Michael's School","Primary","O","3","2","5","9","6","15","7","2","9","7","2","9","1","6","7","2","6","8","5","3","8","0","0","0","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61",2021,"F"
"Catholic",2,724,"St Mary's School","Primary","O","14","21","35","20","20","40","14","13","27","20","23","43","15","17","32","11","10","21","13","16","29","0","0","0","227","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","227",2021,"F"
"Catholic",2,726,"St Kilian's School","Primary","O","26","20","46","16","20","36","17","21","38","24","16","40","18","21","39","15","20","35","17","23","40","0","0","0","274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","274",2021,"F"
"Catholic",2,733,"Genazzano FCJ College","Pri/Sec","O","0","6","6","0","13","13","0","11","11","0","20","20","0","13","13","0","41","41","0","38","38","0","0","0","142","0","94","94","0","126.4","126.4","0","108","108","0","122","122","0","122","122","0","128","128","0","0","0","700.4","842.4",2021,"F"
"Catholic",2,753,"St Augustine's School","Primary","O","24","23","47","27","18","45","25","17","42","22","28","50","27","26","53","32","16","48","22","30","52","0","0","0","337","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","337",2021,"F"
"Catholic",2,782,"St Patrick's School","Primary","O","8","12","20","9","12","21","10","7","17","14","11","25","7","12","19","16","13","29","7","10","17","0","0","0","148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","148",2021,"F"
"Catholic",2,836,"St Patrick's School","Primary","O","27","20","47","35","24","59","40","29","69","25","23","48","25","19","44","32","24","56","24","26","50","0","0","0","373","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","373",2021,"F"
"Catholic",2,840,"St Thomas' School","Primary","O","2","7","9","10","7","17","9","7","16","15","10","25","3","5","8","6","14","20","2","4","6","0","0","0","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101",2021,"F"
"Catholic",2,841,"St Joseph's School","Primary","O","18","15","33","21","18","39","13","19","32","19","25","44","26","24","50","31","24","55","30","26","56","0","0","0","309","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","309",2021,"F"
"Catholic",2,848,"St Joseph's School","Primary","O","19","16","35","20","13","33","24","18","42","20","16","36","18","14","32","20","10","30","21","12","33","0","0","0","241","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","241",2021,"F"
"Catholic",2,909,"St John's School","Primary","O","26","23","49","19","32","51","23","27","50","19","22","41","23","26","49","28","21","49","28","27","55","0","0","0","344","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","344",2021,"F"
"Catholic",2,914,"Our Lady of Mercy College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","206","206","0","212","212","0","195","195","0","197","197","0","197","197","0","200","200","0","0","0","1207","1207",2021,"F"
"Catholic",2,915,"St Joseph's School","Primary","O","10","14","24","23","18","41","15","13","28","21","11","32","14","18","32","16","19","35","20","28","48","0","0","0","240","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","240",2021,"F"
"Catholic",2,923,"St Brigid's School","Primary","O","8","11","19","14","20","34","15","18","33","9","10","19","19","16","35","18","18","36","24","21","45","0","0","0","221","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","221",2021,"F"
"Catholic",2,924,"St Columba's School","Primary","O","24","24","48","26","21","47","25","21","46","24","21","45","25","21","46","23","24","47","17","22","39","0","0","0","318","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","318",2021,"F"
"Catholic",2,931,"Our Lady Help of Christians School","Primary","O","13","26","39","24","24","48","23","24","47","33","25","58","19","19","38","21","27","48","13.4","19","32.4","0","0","0","310.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","310.4",2021,"F"
"Catholic",2,932,"St Anthony's School","Primary","O","4","4","8","7","8","15","8","12","20","7","11.4","18.4","14","6","20","14","5","19","9","19","28","0","0","0","128.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","128.4",2021,"F"
"Catholic",2,935,"St Mary's School","Primary","O","12","13","25","7","11","18","11","10","21","11","17","28","13","19","32","13","14","27","17","15","32","0","0","0","183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","183",2021,"F"
"Catholic",2,937,"Sacred Heart School","Primary","O","19","12","31","14","15","29","15","24","39","14","13","27","26","22","48","17","17","34","22","26","48","0","0","0","256","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","256",2021,"F"
"Catholic",2,950,"St Joseph's School","Primary","O","31","12","43","22","26","48","27","17","44","17","25","42","26","12","38","27","13","40","23","19","42","0","0","0","297","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","297",2021,"F"
"Catholic",2,954,"St Mary's School","Primary","O","29","27","56","34","21","55","29","27","56","34","20","54","28","27","55","25","30","55","27","22","49","0","0","0","380","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","380",2021,"F"
"Catholic",2,955,"St Joseph's School","Primary","O","8","12","20","5","8","13","6","9","15","5","7","12","12","14","26","7","14","21","7","7","14","0","0","0","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","121",2021,"F"
"Catholic",2,956,"De La Salle College","Pri/Sec","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","28","28","0","28","0","0","0","56","155","0","155","162","0","162","168","0","168","171","0","171","142","0","142","177","0","177","0","0","0","975","1031",2021,"F"
"Catholic",2,962,"St Margaret Mary's School","Primary","O","6","9","15","5","6","11","14","12","26","4","6","10","9","14","23","7","14","21","9","10","19","0","0","0","125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125",2021,"F"
"Catholic",2,981,"St Francis Xavier School","Primary","O","39","37","76","26","39","65","41","35","76","25","34","59","32","30","62","34","34","68","30","19","49","0","0","0","455","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","455",2021,"F"
"Catholic",2,991,"St Laurence O'Toole School","Primary","O","10","7","17","11","10","21","15","13","28","12","12","24","15","10","25","16","15","31","13","19","32","0","0","0","178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","178",2021,"F"
"Catholic",2,999,"St Joseph's School","Primary","O","13","6","19","8","6","14","10","0","10","5","3","8","10","8","18","6","11","17","6","7","13","0","0","0","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99",2021,"F"
"Catholic",2,1013,"St Brigid's School","Primary","O","27","18","45","30","12","42","26","19","45","27","28","55","30","15","45","16","23","39","24","20","44","0","0","0","315","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","315",2021,"F"
"Catholic",2,1015,"St James School","Primary","O","9","8","17","5","5","10","9","10","19","9","12","21","11","9","20","14","5","19","8","8","16","0","0","0","122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","122",2021,"F"
"Catholic",2,1024,"St Mary's School","Primary","O","17","9","26","21","18","39","15","21","36","9","18","27","15","20","35","0","0","0","9","11","20","0","0","0","183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","183",2021,"F"
"Catholic",2,1033,"Holy Rosary School","Primary","O","20","28","48","11","28","39","24","15","39","21","24","45","18","11","29","18","23.5","41.5","12","17","29","0","0","0","270.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","270.5",2021,"F"
"Catholic",2,1036,"St Aloysius' School","Primary","O","3","3","6","7","6","13","7","4","11","4","3","7","6","7","13","3","8","11","7","11","18","0","0","0","79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79",2021,"F"
"Catholic",2,1041,"St Anthony's School","Primary","O","11","10","21","11","8","19","16","18","34","19","13","32","17","13","30","17","16","33","16","5","21","0","0","0","190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","190",2021,"F"
"Catholic",2,1045,"St Joseph's School","Primary","O","19","13","32","15","7","22","14","9","23","13","11","24","14","6","20","13","8","21","13","10","23","0","0","0","165","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","165",2021,"F"
"Catholic",2,1058,"St Mary's School","Primary","O","5","2","7","5","5","10","4","4","8","3","3","6","5","5","10","2","4","6","1","4","5","0","0","0","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52",2021,"F"
"Catholic",2,1067,"Holy Rosary School","Primary","O","19","25","44","25","21","46","20","25","45","20","28","48","27","19","46","15","20","35","20","20","40","0","0","0","304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","304",2021,"F"
"Catholic",2,1070,"St Columba's School","Primary","O","4","7","11","11","10","21","9.4","11","20.4","17","17","34","11","14","25","13","13","26","9","4","13","0","0","0","150.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150.4",2021,"F"
"Catholic",2,1072,"Our Lady of the Rosary","Primary","O","23","23","46","20","16","36","23","27","50","17","16","33","28","28","56","26","16","42","20","24","44","0","0","0","307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","307",2021,"F"
"Catholic",2,1084,"St Mary's School","Primary","O","34","37","71","37","34","71","49","42","91","40","54","94","38","47","85","55","42","97","38","48","86","0","0","0","595","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","595",2021,"F"
"Catholic",2,1097,"St Mary's School","Primary","O","10","16","26","4","4","8","6","5","11","11","14","25","7","5","12","11","9","20","8","6","14","0","0","0","116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116",2021,"F"
"Catholic",2,1099,"St Brendan's School","Primary","O","1","3","4","2","3","5","3","5","8","4","3","7","3","3","6","5","6","11","4","1","5","0","0","0","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46",2021,"F"
"Catholic",2,1101,"Our Lady of the Immaculate Conception School","Primary","O","20","18","38","24","23.2","47.2","18","25","43","26","23","49","24","21","45","25","23","48","31","20","51","0","0","0","321.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","321.2",2021,"F"
"Catholic",2,1108,"St Mary's School","Primary","O","9","15","24","16","16","32","17","16","33","30.4","18","48.4","24","14","38","16","12","28","17","13","30","0","0","0","233.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","233.4",2021,"F"
"Catholic",2,1109,"St John's School","Primary","O","13","20","33","14","14","28","14","12","26","17","12","29","17","13","30","15","14","29","16","9","25","0","0","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200",2021,"F"
"Catholic",2,1122,"St Brigid's College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","18","35","21","21","42","15","22","37","18","17","35","22.4","24","46.4","15","17","32","0","0","0","227.4","227.4",2021,"F"
"Catholic",2,1134,"St Joan of Arc School","Primary","O","23","31","54","36","19","55","20","36","56","28","28","56","27","29","56","26","27","53","19","25","44","0","0","0","374","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","374",2021,"F"
"Catholic",2,1136,"St John's School","Primary","O","15","11","26","13","10","23","13","13","26","6","17","23","15","15","30","14","8","22","10","18","28","0","0","0","178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","178",2021,"F"
"Catholic",2,1146,"St John's School","Primary","O","26","16","42","25","18","43","15","21.4","36.4","14","15","29","19","11","30","9","8","17","10","9","19","0","0","0","216.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","216.4",2021,"F"
"Catholic",2,1152,"St Joseph's School","Primary","O","20","28","48","16","14","30","28","24","52","16","30","46","21","17","38","18","26","44","27","16","43","0","0","0","301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","301",2021,"F"
"Catholic",2,1164,"Mary Immaculate School","Primary","O","4","9","13","9","10","19","7","6","13","11","4","15","7","10","17","4","10","14","9","8","17","0","0","0","108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108",2021,"F"
