"Education_Sector","Entity_Type","School_No","School_Name","School_Type","School_Status",""Prep Males Total"",""Prep Females Total"",""Prep Total"",""Year 1 Males Total"",""Year 1 Females Total"",""Year 1 Total"",""Year 2 Males total"",""Year 2 Females Total"",""Year 2 Total"",""Year 3 Males Total"",""Year 3 Females Total"",""Year 3 Total"",""Year 4 Males Total"",""Year 4 Females Total"",""Year 4 Total"",""Year 5 Males Total"",""Year 5 Females Total"",""Year 5 Total"",""Year 6 Males Total"",""Year 6 Females Total"",""Year 6 Total"",""Primary Ungraded Males Total"",""Primary Ungraded Females Total"",""Primary Ungraded Total"",""Primary Total"",""Year 7 Males Total"",""Year 7 Females Total"",""Year 7 Total"",""Year 8 Males Total"",""Year 8 Females Total"",""Year 8 Total"",""Year 9 Males Total"",""Year 9 Females Total"",""Year 9 Total"",""Year 10 Males Total"",""Year 10 Females Total"",""Year 10 Total"",""Year 11 Males Total"",""Year 11 Females Total"",""Year 11 Total"",""Year 12 Males"",""Year 12 Females"",""Year 12 Total"",""Secondary Ungraded Males Total"",""Secondary Ungraded Females Total"",""Secondary Ungraded Total"",""Secondary Total"",""Grand Total"","Year","CENSUS_TYPE"
"Government",1,5055,"Wallarano Primary School","Primary","O","62","43","105","50","53","103","47","48","95","63","46","109","55","36","91","59","42","101","32","56","88","0","0","0","692","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","692",2019,"F"
"Government",1,5057,"Victoria Road Primary School","Primary","O","18","19","37","18","14","32","17","19","36","31","26","57","24","19","43","20","16","36","21","23","44","0","0","0","285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","285",2019,"F"
"Government",1,5059,"Mooroolbark East Primary School","Primary","O","48","42","90","39","34","73","56","38","94","54","35","89","47","51","98","46","30","76","42","52","94","0","0","0","614","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","614",2019,"F"
"Government",1,5064,"Ardeer South Primary School","Primary","O","16","15","31","22","19","41","15","14","29","17","11","28","19","18","37","23","14","37","17","9","26","0","0","0","229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","229",2019,"F"
"Government",1,5066,"Gladesville Primary School","Primary","O","12","6","18","7","7","14","6","3","9","11","3","14","5","1","6","4","4","8","7","2","9","0","0","0","78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78",2019,"F"
"Government",1,5067,"Falls Creek Primary School","Primary","O","0","0","0","2","3","5","3","0","3","1","2","3","2","2","4","1","1","2","1","0","1","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18",2019,"F"
"Government",1,5068,"Debney Meadows Primary School","Primary","O","8","10","18","4","9","13","5","7","12","4","4","8","1","6","7","5","5","10","5","4","9","0","0","0","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77",2019,"F"
"Government",1,5072,"Fountain Gate Primary School","Primary","O","31","40","71","37","28","65","33","27","60","36","33","69","33","36","69","43","45","88","47","52","99","0","0","0","521","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","521",2019,"F"
"Government",1,5075,"Tinternvale Primary School","Primary","O","32","17","49","34","26","60","27","24","51","36","17","53","30","17","47","22","27.4","49.4","24","27","51","0","0","0","360.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","360.4",2019,"F"
"Government",1,5076,"Grovedale West Primary School","Primary","O","21","28","49","33","28","61","39","34","73","23","21","44","22","21","43","23","33","56","24","30","54","0","0","0","380","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","380",2019,"F"
"Government",1,5079,"Baringa Special School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","14.4","60.4","60.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","31","112","112","172.4",2019,"F"
"Government",1,5080,"Naranga Special School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","22","66","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69","36","105","105","171",2019,"F"
"Government",1,5082,"Kent Park Primary School","Primary","O","12","13","25","12","13","25","15","14","29","23","22","45","22","11","33","23","15","38","33","24","57","0","0","0","252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","252",2019,"F"
"Government",1,5084,"Deer Park North Primary School","Primary","O","29","35","64","31","25","56","23","28.2","51.2","25","25.2","50.2","35.2","29","64.2","30.2","26","56.2","28","34","62","0","0","0","403.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","403.8",2019,"F"
"Government",1,5087,"Rosewood Downs Primary School","Primary","O","18","19","37","21","25","46","30","22","52","15","24","39","20","18","38","22","18","40","22","15","37","0","0","0","289","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","289",2019,"F"
"Government",1,5088,"Mooroopna Park Primary School","Primary","O","15","8","23","10","8","18","5","10","15","14","2","16","10","9","19","15","15","30","8","9","17","0","0","0","138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138",2019,"F"
"Government",1,5090,"Coburn Primary School","Primary","O","47","42","89","59","59","118","53","47","100","49","45","94","39","46","85","52","56","108","40","53","93","0","0","0","687","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","687",2019,"F"
"Government",1,5091,"Manorvale Primary School","Primary","O","26","17","43","25","26","51","19","26","45","21","25","46","22","17","39","27","28","55","23","18","41","0","0","0","320","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","320",2019,"F"
"Government",1,5093,"Gladstone Views Primary School","Primary","O","35","33","68","33","29","62","31.6","35","66.6","39","31","70","23","32","55","31","25","56","27","28","55","0","0","0","432.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","432.6",2019,"F"
"Government",1,5094,"Wheelers Hill Primary School","Primary","O","56","50","106","63","52","115","49","46","95","37","38","75","39","40","79","39","41","80","37","36","73","0","0","0","623","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","623",2019,"F"
"Government",1,5097,"Ashwood School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40.4","20.6","61","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74.9","38.8","113.7","113.7","174.7",2019,"F"
"Government",1,5098,"Broadmeadows Valley Primary School","Primary","O","13","19","32","15","25","40","20","18","38","13","14","27","20","13","33","24","17","41","28.1","13","41.1","0","0","0","252.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","252.1",2019,"F"
"Government",1,5099,"Bulleen Heights School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","124.5","24.2","148.7","148.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","112","18","130","130","278.7",2019,"F"
"Government",1,5101,"Kingston Heath Primary School","Primary","O","21","27","48","18","22","40","17","25","42","20","27","47","23","14","37","18","20","38","22","11","33","0","0","0","285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","285",2019,"F"
"Government",1,5104,"Andersons Creek Primary School","Primary","O","29","23","52","18","23","41","30","18","48","39","19","58","18","27","45","31","34","65","20","23","43","0","0","0","352","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","352",2019,"F"
"Government",1,5105,"Waverley Meadows Primary School","Primary","O","17","9","26","11","12","23","10","9","19","15","9","24","23","17","40","19","14","33","16","21","37","0","0","0","202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","202",2019,"F"
"Government",1,5106,"Kingswood Primary School","Primary","O","60","51","111","44","45","89","37","41","78","50","43","93","51","54","105","42","41","83","44","45","89","0","0","0","648","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","648",2019,"F"
"Government",1,5109,"Ascot Vale Special School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.6","15.6","49.2","49.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.4","22","63.4","63.4","112.6",2019,"F"
"Government",1,5111,"Camelot Rise Primary School","Primary","O","22","14","36","26","32","58","28","27","55","33","26","59","40","30","70","32","33","65","43","28","71","0","0","0","414","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","414",2019,"F"
"Government",1,5113,"Livingstone Primary School","Primary","O","41","34","75","71","61","132","53","60","113","63","53","116","56","45","101","69","53","122","63","58","121","0","0","0","780","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","780",2019,"F"
"Government",1,5117,"Churchill North Primary School","Primary","O","5","5","10","14","14","28","13","17","30","10","13","23","10","10","20","18","9","27","15","7","22","0","0","0","160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160",2019,"F"
"Government",1,5118,"St Albans Meadows Primary School","Primary","O","34","33","67","39","39","78","29","43","72","27","24","51","45","26","71","31","39","70","36","27","63","0","0","0","472","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","472",2019,"F"
"Government",1,5120,"Silverton Primary School","Primary","O","41","28","69","41","32","73","44","31","75","30","36","66","37","41","78","36","36","72","26","26","52","0","0","0","485","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","485",2019,"F"
"Government",1,5121,"Kalinda Primary School","Primary","O","42","38","80","42","56","98","45","32","77","47","50","97","35","38","73","38","36","74","35","34","69","0","0","0","568","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","568",2019,"F"
"Government",1,5123,"Whittington Primary School","Primary","O","13","7","20","13","11","24","13","11","24","10","15","25","12","9","21","16","11","27","11","8","19","0","0","0","160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160",2019,"F"
"Government",1,5127,"Coldstream Primary School","Primary","O","4","7","11","7","9","16","6","5","11","4","4","8","14","3","17","4","8","12","7","4","11","0","0","0","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86",2019,"F"
"Government",1,5129,"Templestowe Park Primary School","Primary","O","46","51","97","45","47","92","41.7","38","79.7","22","29","51","29","41","70","31","22","53","31","24","55","0","0","0","497.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","497.7",2019,"F"
"Government",1,5130,"River Gum Primary School","Primary","O","38","22","60","45","39","84","42","36","78","36","38","74","47","40","87","29","42","71","42","47","89","0","0","0","543","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","543",2019,"F"
"Government",1,5131,"Regency Park Primary School","Primary","O","34","43","77","42","39","81","42","42","84","50","38","88","37","34","71","40","34","74","32","38","70","0","0","0","545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","545",2019,"F"
"Government",1,5132,"Dorset Primary School","Primary","O","51","42","93","37","35","72","32","33","65","28","33","61","31","49","80","32","36","68","29","26","55","0","0","0","494","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","494",2019,"F"
"Government",1,5133,"Eastbourne Primary School","Primary","O","24","20","44","29","15","44","25","22","47","25","23","48","25","23","48","19","28","47","29","39","68","0","0","0","346","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","346",2019,"F"
"Government",1,5134,"Thomastown Meadows Primary School","Primary","O","21","21","42","23","22","45","18","28","46","22","17","39","17.4","23","40.4","30","26","56","18","28","46","0","0","0","314.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","314.4",2019,"F"
"Government",1,5135,"Kingsley Park Primary School","Primary","O","26","27.2","53.2","25","20","45","31","22","53","33","25","58","21","37","58","33","30","63","35","33","68","0","0","0","398.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","398.2",2019,"F"
"Government",1,5136,"James Cook Primary School","Primary","O","14","15","29","17","21","38","22","22","44","15","13","28","13","18","31","12","18","30","9","20","29","0","0","0","229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","229",2019,"F"
"Government",1,5139,"Movelle Primary School","Primary","O","13","16","29","15.4","14","29.4","13","13.2","26.2","14","14","28","13","13","26","18","17","35","17","9","26","0","0","0","199.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","199.6",2019,"F"
"Government",1,5140,"Mount Eliza North Primary School","Primary","O","43","44","87","47","38","85","50","48","98","58","45","103","49","41","90","54","46","100","42","37","79","0","0","0","642","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","642",2019,"F"
"Government",1,5141,"Melrose Primary School","Primary","O","17.2","23","40.2","13","15","28","23","31","54","17","33","50","21","22","43","28","25","53","25.4","27","52.4","0","0","0","320.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","320.6",2019,"F"
"Government",1,5142,"Yarrabah School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.6","24","101.6","101.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","23","73","73","174.6",2019,"F"
"Government",1,5143,"Frankston Special Developmental School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53.6","18.8","72.4","72.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","23","64","64","136.4",2019,"F"
"Government",1,5144,"Waratah Special Developmental School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","17","39","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","9","35","35","74",2019,"F"
"Government",1,5145,"Port Phillip Specialist School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","17","49","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","23","41","41","90",2019,"F"
"Government",1,5147,"Cobram and District Specialist School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.6","6","28.6","28.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.8","8","30.8","30.8","59.4",2019,"F"
"Government",1,5151,"Monash Special Developmental School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50.4","27.8","78.2","78.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","14","50","50","128.2",2019,"F"
"Government",1,5152,"Iramoo Primary School","Primary","O","40","62","102","48","55","103","51","47","98","50","71","121","45","61","106","56","55","111","61","54","115","0","0","0","756","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","756",2019,"F"
"Government",1,5153,"Verney Road School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.2","14","94.2","94.2","0","0","0","0","0","0","0","0","0","9","4","13","6","9","15","12","6","18","39","12","51","97","191.2",2019,"F"
"Government",1,5157,"Weeden Heights Primary School","Primary","O","12","10","22","17","17","34","11","13","24","9","9","18","9","10","19","14","17","31","14","6","20","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168",2019,"F"
"Government",1,5160,"Mill Park Primary School","Primary","O","52","44","96","39","39","78","38","39","77","40","27","67","18","40","58","42","28","70","40","38","78","0","0","0","524","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","524",2019,"F"
"Government",1,5161,"Diamond Valley Special Developmental School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","18","54","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36.2","24.8","61","61","115",2019,"F"
"Government",1,5162,"Melton Specialist School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77","33","110","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","111","64","175","175","285",2019,"F"
"Government",1,5164,"Springvale Park Special Developmental School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.2","43.6","133.8","133.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","26","70","70","203.8",2019,"F"
"Government",1,5165,"Warringa Park School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","193.8","68.6","262.4","262.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","192.2","79","271.2","271.2","533.6",2019,"F"
"Government",1,5168,"Serpell Primary School","Primary","O","74","70","144","90","80","170","80","91","171","83","92","175","79","83","162","69","79","148","82","75","157","0","0","0","1127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1127",2019,"F"
"Government",1,5171,"Mount Martha Primary School","Primary","O","32","32","64","54","39","93","48","53","101","53","50","103","66","42","108","51","53","104","60","62","122","0","0","0","695","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","695",2019,"F"
"Government",1,5172,"Altona Meadows Primary School","Primary","O","33","39","72","21","23","44","28","23","51","19","24","43","30","33","63","22","23","45","30","29","59","0","0","0","377","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","377",2019,"F"
"Government",1,5173,"The Patch Primary School","Primary","O","18","20","38","17","18","35","17","17","34","27","23","50","20","18","38","16","17","33","26.4","10","36.4","0","0","0","264.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","264.4",2019,"F"
"Government",1,5175,"Sale and District Specialist School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.4","10.4","38.8","38.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","9","29","29","67.8",2019,"F"
"Government",1,5176,"Jells Park Primary School","Primary","O","52","41","93","39","36","75","40","31","71","37.4","26","63.4","44","52","96","37","39","76","36","35","71","0","0","0","545.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","545.4",2019,"F"
"Government",1,5179,"Albanvale Primary School","Primary","O","25","15","40","18","29","47","26","17","43","15","14","29","23","19.4","42.4","17","11","28","16","23","39","0","0","0","268.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","268.4",2019,"F"
"Government",1,5180,"Kismet Park Primary School","Primary","O","32","36","68","52","37","89","34","32","66","33","41","74","23","31","54","32","33","65","43","43","86","0","0","0","502","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","502",2019,"F"
"Government",1,5182,"Kunyung Primary School","Primary","O","55","69","124","61","61","122","64","58","122","59","57","116","55","54","109","46","48","94","51","31","82","0","0","0","769","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","769",2019,"F"
"Government",1,5184,"Apollo Parkways Primary School","Primary","O","51","48","99","51","42","93","54","56","110","48","67","115","52","69","121","58","62","120","44","52","96","0","0","0","754","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","754",2019,"F"
"Government",1,5185,"Mandama Primary School","Primary","O","21.4","30","51.4","27","38","65","32","17","49","23","34","57","26","38","64","26","21","47","36","21","57","0","0","0","390.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","390.4",2019,"F"
"Government",1,5186,"Bethal Primary School","Primary","O","20","29","49","21","18","39","19","30","49","24","18","42","25","17","42","14","20","34","16","17","33","0","0","0","288","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","288",2019,"F"
"Government",1,5189,"Cranbourne West Primary School","Primary","O","49","44","93","43","59","102","50.8","46","96.8","55","52","107","49","39","88","30","38.8","68.8","41","34","75","0","0","0","630.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","630.6",2019,"F"
"Government",1,5190,"Patterson Lakes Primary School","Primary","O","41","43","84","43","43","86","45","46","91","45","42","87","45","46","91","44.2","54","98.2","59","52","111","0","0","0","648.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","648.2",2019,"F"
"Government",1,5191,"Seaford Park Primary School","Primary","O","22","14","36","15","10","25","11","11","22","7","15","22","8","8","16","10","12","22","12","6","18","0","0","0","161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","161",2019,"F"
"Government",1,5193,"Billanook Primary School","Primary","O","37","33","70","35","34","69","43","22","65","35","24","59","25","36","61","31","32","63","22","31","53","0","0","0","440","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","440",2019,"F"
"Government",1,5194,"Chirnside Park Primary School","Primary","O","37","32","69","20","29","49","16","22","38","27","21","48","18","22","40","19","16","35","14.4","28","42.4","0","0","0","321.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","321.4",2019,"F"
"Government",1,5195,"Bass Valley Primary School","Primary","O","17","21","38","25","17","42","21","15","36","16","19","35","9","12","21","16","17","33","17","14","31","0","0","0","236","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","236",2019,"F"
"Government",1,5196,"Templeton Primary School","Primary","O","54","47","101","54","44","98","55","52","107","50","54","104","51","49.6","100.6","61","48","109","47","61","108","0","0","0","727.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","727.6",2019,"F"
"Government",1,5197,"Sunbury Heights Primary School","Primary","O","42","37","79","23","36","59","23","24","47","35","32","67","35","16","51","30","18","48","28","25","53","0","0","0","404","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","404",2019,"F"
"Government",1,5200,"Darley Primary School","Primary","O","45","32","77","51","44","95","49","34","83","48","37","85","59","47","106","39","39","78","53","56","109","0","0","0","633","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","633",2019,"F"
"Government",1,5201,"Delacombe Primary School","Primary","O","29","31","60","33","25","58","30","23","53","27","19","46","28","29","57","17","32","49","17","24","41","0","0","0","364","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","364",2019,"F"
"Government",1,5202,"Wallaroo Primary School","Primary","O","9","7","16","1","10","11","4","7","11","2","11","13","7","2","9","3","4","7","9","12","21","0","0","0","88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88",2019,"F"
"Government",1,5205,"Mossgiel Park Primary School","Primary","O","23","17","40","23","21","44","16","25","41","19","26","45","26","17","43","25","19","44","29","24","53","0","0","0","310","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","310",2019,"F"
"Government",1,5206,"Wedge Park Primary School","Primary","O","74","62","136","59","66","125","66","67","133","50","66","116","66","68","134","69","72","141","61","54","115","0","0","0","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","900",2019,"F"
"Government",1,5207,"Appin Park Primary School","Primary","O","10","7","17","14","17","31","14","8","22","17","15","32","14","11","25","25","16","41","21","25","46","0","0","0","214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","214",2019,"F"
"Government",1,5210,"Croydon Special Developmental School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40.2","11.4","51.6","51.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31.6","19.4","51","51","102.6",2019,"F"
"Government",1,5212,"Milgate Primary School","Primary","O","60","42","102","72","68","140","60","56","116","51","62","113","54","50","104","51","47","98","62.2","43","105.2","0","0","0","778.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","778.2",2019,"F"
"Government",1,5213,"Berwick Lodge Primary School","Primary","O","46","46","92","45","39","84","58","48","106","43.4","48","91.4","34","42","76","40","43","83","46","35","81","0","0","0","613.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","613.4",2019,"F"
"Government",1,5214,"Furlong Park School For Deaf Children","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40.4","24.4","64.8","64.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","65.8",2019,"F"
"Government",1,5215,"Jennings Street School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","13","72","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","15","49","49","121",2019,"F"
"Government",1,5218,"Sunbury And Macedon Ranges Specialist School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76","28.2","104.2","104.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","37","118","118","222.2",2019,"F"
"Government",1,5219,"Northern School For Autism","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","184.8","43.8","228.6","228.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.6","19.4","112","112","340.6",2019,"F"
"Government",1,5221,"Latrobe Special Developmental School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","18.4","41.4","41.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","11","35","35","76.4",2019,"F"
"Government",1,5222,"Belvoir Wodonga Special Developmental School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63.2","17","80.2","80.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78.4","28","106.4","106.4","186.6",2019,"F"
"Government",1,5225,"Burwood East Special Developmental School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31.6","8.8","40.4","40.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.4","6","35.4","35.4","75.8",2019,"F"
"Government",1,5226,"Wangaratta District Specialist School","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.6","11.2","52.8","52.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67","33","100","100","152.8",2019,"F"
"Government",1,5227,"Meadow Heights Primary School","Primary","O","42","36","78","41","25","66","27","24","51","29","26","55","27","36","63","36","38","74","42","27","69","0","0","0","456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","456",2019,"F"
"Government",1,5228,"Bundarra Primary School","Primary","O","11","8","19","10","7","17","13","14","27","13","6","19","11","7","18","16","11","27","18","19","37","0","0","0","164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","164",2019,"F"
