"Education_Sector","Entity_Type","School_No","School_Name","School_Type","School_Status",""Prep Males Total"",""Prep Females Total"",""Prep Total"",""Year 1 Males Total"",""Year 1 Females Total"",""Year 1 Total"",""Year 2 Males total"",""Year 2 Females Total"",""Year 2 Total"",""Year 3 Males Total"",""Year 3 Females Total"",""Year 3 Total"",""Year 4 Males Total"",""Year 4 Females Total"",""Year 4 Total"",""Year 5 Males Total"",""Year 5 Females Total"",""Year 5 Total"",""Year 6 Males Total"",""Year 6 Females Total"",""Year 6 Total"",""Primary Ungraded Males Total"",""Primary Ungraded Females Total"",""Primary Ungraded Total"",""Primary Total"",""Year 7 Males Total"",""Year 7 Females Total"",""Year 7 Total"",""Year 8 Males Total"",""Year 8 Females Total"",""Year 8 Total"",""Year 9 Males Total"",""Year 9 Females Total"",""Year 9 Total"",""Year 10 Males Total"",""Year 10 Females Total"",""Year 10 Total"",""Year 11 Males Total"",""Year 11 Females Total"",""Year 11 Total"",""Year 12 Males"",""Year 12 Females"",""Year 12 Total"",""Secondary Ungraded Males Total"",""Secondary Ungraded Females Total"",""Secondary Ungraded Total"",""Secondary Total"",""Grand Total"","Year","CENSUS_TYPE"
"Government",1,831,"Omeo Primary School","Primary","O","3","4","7","6","5","11","3","1","4","2","3","5","3","0","3","2","1","3","2","4","6","0","0","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39",2019,"F"
"Government",1,843,"Harrietville Primary School","Primary","O","1","6","7","3","1","4","3","0","3","2","2","4","3","2","5","0","2","2","2","4","6","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31",2019,"F"
"Government",1,846,"Mordialloc Beach Primary School","Primary","O","17.2","15","32.2","27","14","41","18","7","25","13","14","27","20","10","30","17","12","29","14","12","26","0","0","0","210.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","210.2",2019,"F"
"Government",1,849,"Healesville Primary School","Primary","O","11","5","16","20","10","30","19","17","36","17","12","29","14","18","32","21","20","41","15","19","34","0","0","0","218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","218",2019,"F"
"Government",1,854,"Lake Bolac College","Pri/Sec","O","9","6","15","2","7","9","4","4","8","5","8","13","6","7","13","4","9","13","3","6","9","0","0","0","80","5","3","8","0","3","3","6","2","8","4","5","9","1","1","2","5.2","0","5.2","0","0","0","35.2","115.2",2019,"F"
"Government",1,856,"Toongabbie Primary School","Primary","O","5","5","10","7","7","14","2","2","4","3","5","8","7","3","10","3","0","3","5","6","11","0","0","0","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60",2019,"F"
"Government",1,859,"Waubra Primary School","Primary","O","2","0","2","2","5","7","1","6","7","1","9","10","4","3","7","6","3","9","6","7","13","0","0","0","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55",2019,"F"
"Government",1,860,"Great Western Primary School","Primary","O","4","3","7","3","2","5","0","2","2","0","3","3","1","2","3","2","1","3","4","2","6","0","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29",2019,"F"
"Government",1,861,"Maffra Primary School","Primary","O","13","13","26","27","22","49","21","24","45","24","23","47","19","29","48","13","28","41","23","16","39","0","0","0","295","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","295",2019,"F"
"Government",1,862,"Broken Creek Primary School","Primary","O","1","0","1","2","0","2","2","0","2","0","0","0","0","3","3","3","0","3","2","1","3","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14",2019,"F"
"Government",1,863,"Lal Lal Primary School","Primary","O","3","2","5","1","2","3","3","4","7","3","2","5","1","7","8","2","2","4","6","4","10","0","0","0","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42",2019,"F"
"Government",1,864,"Cobden Primary School","Primary","O","12","11","23","12","14","26","8","9","17","15","9","24","13","7","20","20","11","31","19","11","30","0","0","0","171","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","171",2019,"F"
"Government",1,866,"St Leonards Primary School","Primary","O","7","4","11","8","7","15","2","9","11","7","12","19","9","9","18","8","11","19","6","13","19","0","0","0","112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","112",2019,"F"
"Government",1,876,"Lilydale Primary School","Primary","O","20","18","38","13","17","30","24","13","37","15","15","30","13","13","26","23","26","49","22","19","41","0","0","0","251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","251",2019,"F"
"Government",1,877,"Bendigo Primary School","Primary","O","18","14","32","9","19","28","15","13","28","15","11","26","14","10","24","15","11","26","7","16","23","0","0","0","187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","187",2019,"F"
"Government",1,878,"Darraweit Guim Primary School","Primary","O","5.6","1","6.6","2","4","6","2.9","4","6.9","2","3","5","0","2","2","1","1","2","1","0","1","0","0","0","29.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.5",2019,"F"
"Government",1,880,"Linton Primary School","Primary","O","2","4","6","2","2","4","1","3","4","1","1","2","2","2","4","3","6","9","2","3","5","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34",2019,"F"
"Government",1,882,"Invermay Primary School","Primary","O","8","4","12","6","6","12","2","4","6","5","6","11","3","5","8","3","2","5","7","2","9","0","0","0","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63",2019,"F"
"Government",1,887,"Mitta Mitta Primary School","Primary","O","0","0","0","0","4","4","1","1","2","1","2","3","1","1","2","0","1","1","1","1","2","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14",2019,"F"
"Government",1,888,"Camberwell Primary School","Primary","O","34","54","88","62","58","120","45","52","97","57","40","97","44","54","98","45","42","87","46","40","86","0","0","0","673","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","673",2019,"F"
"Government",1,890,"Greenvale Primary School","Primary","O","49","54","103","65","63","128","54","48","102","62","57","119","55","61","116","74","51","125","61.6","62","123.6","0","0","0","816.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","816.6",2019,"F"
"Government",1,912,"Alexandra Primary School","Primary","O","10","15","25","5","7","12","8","10","18","9","10","19","17","15","32","16","6","22","13","13","26","0","0","0","154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","154",2019,"F"
"Government",1,919,"Rockbank Primary School","Primary","O","11","21","32","14","16","30","14","10","24","12","11","23","15","5","20","9","6","15","6","9","15","0","0","0","159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","159",2019,"F"
"Government",1,932,"Bannockburn P-12 College","Pri/Sec","O","37","26","63","43","31","74","40","36","76","30","33","63","38","54","92","46","37","83","38","36","74","0","0","0","525","75","51","126","51","31","82","29","26","55","0","0","0","0","0","0","0","0","0","0","0","0","263","788",2019,"F"
"Government",1,945,"Doreen Primary School","Primary","O","9","13","22","18","7","25","10","13","23","11","7","18","11","10","21","12","11","23","11","14","25","0","0","0","157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","157",2019,"F"
"Government",1,954,"Talbot Primary School","Primary","O","1","3","4","4","6","10","2","5","7","8","2","10","5","5","10","5","6","11","1","3","4","0","0","0","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56",2019,"F"
"Government",1,956,"Yarra Glen Primary School","Primary","O","11","8","19","10","12","22","12","12","24","14","17","31","9","7","16","12","7","19","10","8","18","0","0","0","149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","149",2019,"F"
"Government",1,959,"Elmhurst Primary School","Primary","O","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",2019,"F"
"Government",1,981,"Kangaroo Flat Primary School","Primary","O","15","19","34","16","19","35","20","16","36","22","14","36","21","14","35","17","24","41","25","23","48","0","0","0","265","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","265",2019,"F"
"Government",1,982,"Westmeadows Primary School","Primary","O","34","32","66","39","31","70","31","32","63","43","29","72","31","37","68","33","30","63","31","37","68","0","0","0","470","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","470",2019,"F"
"Government",1,1002,"Sunbury Primary School","Primary","O","36","38","74","24","33","57","19","30","49","27","25","52","25","33.4","58.4","35","19","54","25","18","43","0","0","0","387.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","387.4",2019,"F"
"Government",1,1003,"Diamond Creek Primary School","Primary","O","24","21","45","13","21","34","20","22","42","24","13","37","18","11","29","18","16","34","14","15","29","0","0","0","250","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","250",2019,"F"
"Government",1,1004,"Hesket Primary School","Primary","O","3","3","6","2","2","4","0","1","1","1","1","2","3","0","3","2","0","2","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18",2019,"F"
"Government",1,1008,"Axedale Primary School","Primary","O","2","8","10","11","12","23","14","5","19","9","8","17","11","18.4","29.4","4","6","10","8","9","17","0","0","0","125.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125.4",2019,"F"
"Government",1,1022,"Vermont Primary School","Primary","O","52","49","101","54","38","92","54","44","98","53","60","113","47","62","109","54","48","102","44","57","101","0","0","0","716","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","716",2019,"F"
"Government",1,1023,"Tarnagulla Primary School","Primary","O","1","0","1","1","1","2","3","3","6","4","3","7","2","2","4","3","3","6","3","2","5","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31",2019,"F"
"Government",1,1026,"Balwyn Primary School","Primary","O","40","31","71","37","42","79","39","36","75","44","52","96","34","47","81","42","37","79","41","43","84","0","0","0","565","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","565",2019,"F"
"Government",1,1028,"Scoresby Primary School","Primary","O","18","19","37","24","18","42","26","13","39","21","14","35","22","15","37","14","22","36","15","11","26","0","0","0","252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","252",2019,"F"
"Government",1,1030,"Carisbrook Primary School","Primary","O","19","18","37","21","14","35","17","21","38","30","14","44","21","17","38","31","12","43","16","13","29","0","0","0","264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","264",2019,"F"
"Government",1,1033,"Wandin Yallock Primary School","Primary","O","12","13","25","9","8","17","6","5","11","10","10","20","5","4","9","4","4","8","6","3","9","0","0","0","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99",2019,"F"
"Government",1,1034,"Yering Primary School","Primary","O","0","0","0","3","1","4","1","2","3","1","2","3","2","1","3","2","0","2","1","3","4","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19",2019,"F"
"Government",1,1035,"Dartmoor Primary School","Primary","O","0","1","1","0","1","1","2","0","2","1","3","4","3","0","3","2","2","4","2","1","3","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18",2019,"F"
"Government",1,1051,"Mickleham Primary School","Primary","O","32","24","56","26","27","53","33","14","47","18","16","34","18","15","33","18","13","31","16","13","29","0","0","0","283","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","283",2019,"F"
"Government",1,1052,"Inglewood Primary School","Primary","O","5","3","8","2","2","4","6","1","7","1","4","5","2","0","2","3","6","9","1","4","5","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40",2019,"F"
"Government",1,1054,"Chewton Primary School","Primary","O","9","3","12","7","7","14","9","3","12","10","3","13","3","8","11","6","4","10","7","8.4","15.4","0","0","0","87.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.4",2019,"F"
"Government",1,1070,"Bolinda Primary School","Primary","O","3","6","9","3","2","5","3","7","10","3","3","6","7","2","9","1","0","1","6","1","7","0","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47",2019,"F"
"Government",1,1072,"Napoleons Primary School","Primary","O","5","11","16","8","9","17","8","8","16","4","6","10","9","4","13","9","7","16","6","7","13","0","0","0","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101",2019,"F"
"Government",1,1075,"Kew Primary School","Primary","O","36","43","79","45","35","80","44","32","76","34","32","66","49","34","83","37","22","59","41","35","76","0","0","0","519","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","519",2019,"F"
"Government",1,1076,"Haddon Primary School","Primary","O","21","24","45","26","27","53","18","16","34","13","19","32","23","18","41","12","21","33","12","12","24","0","0","0","262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","262",2019,"F"
"Government",1,1079,"Panmure Primary School","Primary","O","0","0","0","1","0","1","1","1","2","0","3","3","1","1","2","2","0","2","0","2.6","2.6","0","0","0","12.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.6",2019,"F"
"Government",1,1090,"Sorrento Primary School","Primary","O","21","19","40","19","24","43","20","20","40","26","9","35","32","27","59","22","22","44","24","27","51","0","0","0","312","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","312",2019,"F"
"Government",1,1091,"Alfredton Primary School","Primary","O","43","30","73","20","38","58","45","41","86","50","46","96","42","49","91","45","43","88","44","40","84","0","0","0","576","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","576",2019,"F"
"Government",1,1097,"Bridgewater Primary School","Primary","O","0","0","0","3","0","3","0","2","2","1","2","3","2","2","4","0","2","2","2","2","4","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18",2019,"F"
"Government",1,1098,"Hastings Primary School","Primary","O","19","16","35","21","12","33","19","16","35","19","20","39","10","9","19","12","13","25","16","17","33","0","0","0","219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","219",2019,"F"
"Government",1,1103,"Yackandandah Primary School","Primary","O","19","15","34","13","11","24","10","11","21","17","14","31","5","15","20","12","9","21","13","13","26","0","0","0","177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","177",2019,"F"
"Government",1,1104,"Nagambie Primary School","Primary","O","11","9","20","11","7","18","15","15","30","11","12","23","12","9","21","12","9","21","13","10","23","0","0","0","156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","156",2019,"F"
"Government",1,1108,"Heyfield Primary School","Primary","O","14","10","24","14","14","28","11","12","23","15","14","29","18","11","29","11","19","30","11","17","28","0","0","0","191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","191",2019,"F"
"Government",1,1111,"Moorabbin Primary School","Primary","O","22","23","45","38","30","68","22","15","37","26","19","45","16","18","34","18","22","40","22","20","42","0","0","0","311","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","311",2019,"F"
"Government",1,1112,"Mansfield Primary School","Primary","O","34","35","69","39","18","57","31","30","61","35","32","67","27","34","61","29","36","65","35","18","53","0","0","0","433","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","433",2019,"F"
"Government",1,1115,"Middle Indigo Primary School","Primary","O","2","3","5","3","2","5","1","4","5","2","2","4","2","2","4","3","3","6","6","0","6","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35",2019,"F"
"Government",1,1117,"Briagolong Primary School","Primary","O","3","5","8","5","8","13","3","8","11","5","2","7","7","2","9","6","4","10","8","10","18","0","0","0","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76",2019,"F"
"Government",1,1120,"Lindenow Primary School","Primary","O","5","10","15","11","8","19","14","12","26","12","11","23","9","13","22","16","9","25","11","5","16","0","0","0","146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","146",2019,"F"
"Government",1,1125,"Broadford Primary School","Primary","O","26","25","51","27","26","53","21","22","43","29","26","55","30","30","60","17","22","39","24","37","61","0","0","0","362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","362",2019,"F"
"Government",1,1126,"Murchison Primary School","Primary","O","7","6","13","7","5","12","5","7","12","8","5","13","10","6","16","6","9","15","7","11","18","0","0","0","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99",2019,"F"
"Government",1,1134,"Panton Hill Primary School","Primary","O","6","8","14","8","6","14","7","7","14","14","8","22","9","11","20","8","12","20","8","13","21","0","0","0","125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125",2019,"F"
"Government",1,1135,"Glen Park Primary School","Primary","O","1","0","1","0","1","1","0","1","1","0","0","0","1","0","1","0","2","2","1","0","1","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7",2019,"F"
"Government",1,1136,"Concongella Primary School","Primary","O","4","2","6","6","7","13","3","1","4","1","0","1","5","3","8","1","1","2","3","3","6","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40",2019,"F"
"Government",1,1141,"Bruthen Primary School","Primary","O","4","6","10","3","3","6","4","5","9","1","2","3","3","2","5","6","2","8","4","6","10","0","0","0","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51",2019,"F"
"Government",1,1142,"Swan Hill Primary School","Primary","O","26","28","54","42","44","86","48","36","84","29","27","56","34","35","69","44","36","80","32","50","82","0","0","0","511","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","511",2019,"F"
"Government",1,1144,"Porepunkah Primary School","Primary","O","7","6","13","9","8","17","7","4.8","11.8","7","6","13","3","12.6","15.6","3","4","7","13","10","23","0","0","0","100.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.4",2019,"F"
"Government",1,1146,"Leopold Primary School","Primary","O","60","53","113","73","53","126","60","55","115","53","62","115","57","37","94","58","50","108","56","47","103","0","0","0","774","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","774",2019,"F"
"Government",1,1147,"Inverleigh Primary School","Primary","O","18","12","30","17","18","35","15","14","29","15","19","34","16","9","25","17","11","28","10","21","31","0","0","0","212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","212",2019,"F"
"Government",1,1148,"Glen Iris Primary School","Primary","O","21","22","43","51","30","81","22","34","56","36","27","63","39","31","70","22","23","45","29","21","50","0","0","0","408","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","408",2019,"F"
"Government",1,1150,"Trawalla Primary School","Primary","O","0","0","0","0","0","0","0","2","2","0","0","0","1","0","1","0","1","1","0","1","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5",2019,"F"
"Government",1,1165,"Quarry Hill Primary School","Primary","O","20","31","51","25","26","51","24","28","52","30","25","55","28","23","51","29","18","47","25","33","58","0","0","0","365","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","365",2019,"F"
"Government",1,1167,"Sebastopol Primary School","Primary","O","5","8","13","3","1","4","2","3","5","7","3","10","7","2","9","13","8","21","10","7","17","0","0","0","79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79",2019,"F"
"Government",1,1176,"Woodside Primary School","Primary","O","2","5","7","0","2","2","4","2","6","1","1","2","3","2","5","4","4","8","1","3","4","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34",2019,"F"
"Government",1,1178,"Noorat Primary School","Primary","O","1","0","1","1","1","2","3","3","6","2","0","2","1","2","3","0","0","0","1","0","1","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15",2019,"F"
"Government",1,1181,"Albert Park Primary School","Primary","O","40","48","88","45","45","90","44","40","84","55","42","97","50","38","88","37","54","91","43","30","73","0","0","0","611","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","611",2019,"F"
"Government",1,1183,"Williamstown Primary School","Primary","O","35","39","74","38","31","69","34","38","72","50","37","87","34","33","67","48","37","85","47","37","84","0","0","0","538","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","538",2019,"F"
"Government",1,1184,"Boneo Primary School","Primary","O","31","34","65","30","18","48","27","29","56","27","15","42","18","25","43","25","21","46","29","25","54","0","0","0","354","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","354",2019,"F"
"Government",1,1190,"Queenscliff Primary School","Primary","O","12","22","34","5","4","9","9","9","18","6","9","15","1","5","6","5","6","11","3","7","10","0","0","0","103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103",2019,"F"
"Government",1,1194,"Portland North Primary School","Primary","O","18","11","29","12","7","19","11","13","24","18","13","31","12","18","30","15","22","37","25","22","47","0","0","0","217","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","217",2019,"F"
"Government",1,1207,"Timor Primary School","Primary","O","3","0","3","2","2","4","1","1","2","5","3","8","2","3","5","4","2","6","2","6","8","0","0","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36",2019,"F"
"Government",1,1208,"Apsley Primary School","Primary","O","2","1","3","6","2","8","2","1","3","1","5","6","0","1","1","1","2","3","0","1","1","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25",2019,"F"
"Government",1,1211,"Strathfieldsaye Primary School","Primary","O","30","32","62","41","35","76","41","36","77","40","31","71","47","34","81","39","52","91","46","37","83","0","0","0","541","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","541",2019,"F"
"Government",1,1222,"Skye Primary School","Primary","O","28","39","67","26","37","63","26","25","51","27","34","61","44","28","72","38.6","42","80.6","35","40.6","75.6","0","0","0","470.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","470.2",2019,"F"
"Government",1,1225,"Tooborac Primary School","Primary","O","1","0","1","3","1","4","4","0","4","2","2","4","0","3","3","0","0","0","3","0","3","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19",2019,"F"
"Government",1,1231,"Lucknow Primary School","Primary","O","40","48","88","46","44","90","28","45","73","34","25","59","44","53","97","36","39","75","44","55","99","0","0","0","581","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","581",2019,"F"
"Government",1,1244,"Upper Plenty Primary School","Primary","O","11","15","26","14","12","26","14","8","22","18","19","37","18","9","27","9","16","25","17","16","33","0","0","0","196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","196",2019,"F"
"Government",1,1252,"Carlton North Primary School","Primary","O","28","21","49","21","22","43","21","26","47","27","16","43","22","11","33","13","24","37","21","19","40","0","0","0","292","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","292",2019,"F"
"Government",1,1254,"Maldon Primary School","Primary","O","7","7","14","1","5","6","7","6","13","6","4","10","7","7","14","4","5","9","6","4","10","0","0","0","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76",2019,"F"
"Government",1,1259,"Woori Yallock Primary School","Primary","O","29","27","56","26","24","50","22","21","43","26","25","51","23","16","39","22","25","47","19","15","34","0","0","0","320","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","320",2019,"F"
"Government",1,1263,"Moyston Primary School","Primary","O","0","4","4","6","0","6","2","2","4","3","1","4","2","1","3","4","5","9","4","1","5","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35",2019,"F"
"Government",1,1270,"Buninyong Primary School","Primary","O","55","37","92","47","51","98","48","47","95","48","55","103","47","46","93","61","56","117","45","45","90","0","0","0","688","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","688",2019,"F"
"Government",1,1273,"Marysville Primary School","Primary","O","5","9","14","5","4","9","3","2","5","1","1","2","7","5","12","4","5","9","6","4","10","0","0","0","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61",2019,"F"
"Government",1,1275,"Langley Primary School","Primary","O","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",2019,"F"
"Government",1,1277,"Wandong Primary School","Primary","O","38","29","67","39","40","79","25","41","66","44","24","68","30","36","66","32","33","65","17","24","41","0","0","0","452","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","452",2019,"F"
"Government",1,1282,"Cowes Primary School","Primary","O","43","28","71","33","34","67","46.4","34","80.4","44.4","33","77.4","43","47","90","37","32.8","69.8","64","46","110","0","0","0","565.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","565.6",2019,"F"
"Government",1,1288,"Bullarto Primary School","Primary","O","2","1","3","1","0","1","1","0","1","1","0","1","0","1.8","1.8","0","0","0","1","0","1","0","0","0","8.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.8",2019,"F"
"Government",1,1293,"Lismore Primary School","Primary","O","2","2","4","2","0","2","2","2","4","1","2","3","2","1","3","1","1","2","0","3","3","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21",2019,"F"
"Government",1,1295,"Lower Plenty Primary School","Primary","O","9","12","21","7","7","14","13","11","24","12","7","19","15","10","25","14","11","25","18","13","31","0","0","0","159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","159",2019,"F"
"Government",1,1316,"Specimen Hill Primary School","Primary","O","22","18","40","36","24","60","21","19","40","22","29","51","19","19","38","27","24","51","17","20","37","0","0","0","317","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","317",2019,"F"
