"Education_Sector","Entity_Type","School_No","School_Name","School_Type","School_Status",""Prep Males Total"",""Prep Females Total"",""Prep Total"",""Year 1 Males Total"",""Year 1 Females Total"",""Year 1 Total"",""Year 2 Males total"",""Year 2 Females Total"",""Year 2 Total"",""Year 3 Males Total"",""Year 3 Females Total"",""Year 3 Total"",""Year 4 Males Total"",""Year 4 Females Total"",""Year 4 Total"",""Year 5 Males Total"",""Year 5 Females Total"",""Year 5 Total"",""Year 6 Males Total"",""Year 6 Females Total"",""Year 6 Total"",""Primary Ungraded Males Total"",""Primary Ungraded Females Total"",""Primary Ungraded Total"",""Primary Total"",""Year 7 Males Total"",""Year 7 Females Total"",""Year 7 Total"",""Year 8 Males Total"",""Year 8 Females Total"",""Year 8 Total"",""Year 9 Males Total"",""Year 9 Females Total"",""Year 9 Total"",""Year 10 Males Total"",""Year 10 Females Total"",""Year 10 Total"",""Year 11 Males Total"",""Year 11 Females Total"",""Year 11 Total"",""Year 12 Males"",""Year 12 Females"",""Year 12 Total"",""Secondary Ungraded Males Total"",""Secondary Ungraded Females Total"",""Secondary Ungraded Total"",""Secondary Total"",""Grand Total"","Year","CENSUS_TYPE"
"Catholic",2,78,"St Mary's School","Primary","O","21","19","40","25","24","49","30","19","49","26","22","48","30","22","52","31","21","52","23","28","51","0","0","0","341","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","341",2020,"F"
"Catholic",2,98,"St Michael's School","Primary","O","17","15","32","20","16","36","18","17","35","15","7","22","18","8","26","11","5","16","9","10","19","0","0","0","186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","186",2020,"F"
"Catholic",2,104,"St Patrick's School","Primary","O","14","18.4","32.4","15","17","32","28","22","50","20.6","18","38.6","25","23","48","19","27","46","16","19","35","0","0","0","282","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","282",2020,"F"
"Catholic",2,106,"Presentation College Windsor","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","0","30","30","0","18","18","0","25","25","0","14","14","0","63","63","0","0","0","156","156",2020,"F"
"Catholic",2,107,"St Mary's School","Primary","O","13","19","32","20","17","37","14","17","31","16","21","37","20","28","48","19","21","40","15","17","32","0","0","0","257","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","257",2020,"F"
"Catholic",2,111,"Assumption College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110","97","207","127","104","231","107","101","208","103","96","199","117","95","212","104","93","197","0","0","0","1254","1254",2020,"F"
"Catholic",2,113,"St Brendan's School","Primary","O","9","11","20","5","13","18","9","12","21","8","5","13","12","8","20","9","7","16","14","12","26","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134",2020,"F"
"Catholic",2,130,"Catherine McAuley College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","126","276","136","129","265","107","126","233","115","130","245","99","87","186","97.4","115","212.4","0","0","0","1417.4","1417.4",2020,"F"
"Catholic",2,132,"St Augustine's School","Primary","O","13","18","31","13","15","28","23","19","42","21","16","37","22","22","44","15","12","27","17","23","40","0","0","0","249","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","249",2020,"F"
"Catholic",2,139,"St Mary's School","Primary","O","40","35","75","33","29","62","32","30","62","33","37","70","28","22","50","24","29","53","30","23","53","0","0","0","425","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","425",2020,"F"
"Catholic",2,140,"St Aloysius' School","Primary","O","21","17","38","20","11","31","17","18","35","19","16","35","26","12","38","20","7","27","15","24","39","0","0","0","243","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","243",2020,"F"
"Catholic",2,148,"St Joseph's School","Primary","O","32","38","70","35","29","64","34","31","65","42","35","77","39","24","63","19.6","26","45.6","17","18","35","0","0","0","419.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","419.6",2020,"F"
"Catholic",2,149,"Sacre Coeur","Pri/Sec","O","0","16","16","0","12","12","0","21","21","0","21","21","0","23","23","0","33","33","0","37","37","0","0","0","163","0","93","93","0","90","90","0","96","96","0","92","92","0","95","95","0","80","80","0","0","0","546","709",2020,"F"
"Catholic",2,151,"St Joseph's School","Primary","O","10","5","15","9","9","18","10","11","21","6","11","17","7","12","19","7","12","19","6","17","23","0","0","0","132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","132",2020,"F"
"Catholic",2,152,"Sacred Heart School","Primary","O","7","11","18","5","9","14","10","1","11","10","6","16","6","6","12","10","14","24","7","6","13","0","0","0","108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108",2020,"F"
"Catholic",2,153,"Sacred Heart School","Primary","O","7","7","14","8","11","19","6","9","15","7","9","16","5","8","13","4","3","7","12","6","18","0","0","0","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102",2020,"F"
"Catholic",2,154,"St Michael's School","Primary","O","30","40.4","70.4","38","36","74","36.6","33","69.6","37","28","65","30","39","69","31","34","65","25","29","54","0","0","0","467","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","467",2020,"F"
"Catholic",2,156,"St Brendan's School","Primary","O","31","29","60","22","24","46","28","31","59","25","26","51","37","17","54","32","28","60","35","41","76","0","0","0","406","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","406",2020,"F"
"Catholic",2,161,"St Mary's College","Pri/Sec","O","24","22","46","10","26","36","23","20","43","21","12","33","14","14","28","24","13","37","28","22","50","0","0","0","273","33","21","54","14","19","33","20","29","49","15","13","28","0","0","0","0","0","0","0","0","0","164","437",2020,"F"
"Catholic",2,181,"St Mary's School","Primary","O","3","1","4","3","1","4","1","3","4","4","1","5","2","3","5","5","3","8","2","2","4","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34",2020,"F"
"Catholic",2,183,"St Mary's Primary School","Primary","O","14","11","25","15","11","26","13","12","25","15","11","26","17","11","28","11","15","26","13","11","24","0","0","0","180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180",2020,"F"
"Catholic",2,184,"St Patrick's Primary School","Primary","O","44","34","78","34","31","65","43","40","83","47","30","77","36","38","74","43","41","84","46","36","82","0","0","0","543","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","543",2020,"F"
"Catholic",2,185,"St Brigid's School","Primary","O","8","8","16","5","8","13","4","5","9","4","12","16","14","9","23","6","9","15","12","5","17","0","0","0","109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","109",2020,"F"
"Catholic",2,187,"St Patrick's School","Primary","O","3","3","6","5","4","9","0","4","4","6","2","8","1","5","6","1","7","8","6","1","7","0","0","0","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48",2020,"F"
"Catholic",2,191,"St Mary's School","Primary","O","23","13","36","9","9","18","10","18","28","12","15","27","14","12","26","10","10","20","16","10","26","0","0","0","181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","181",2020,"F"
"Catholic",2,192,"St Augustine's School","Primary","O","9","13","22","9","8","17","11","14","25","6","5","11","10","15","25","7","12","19","7","7","14","0","0","0","133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","133",2020,"F"
"Catholic",2,204,"St Monica's School","Primary","O","30","30","60","26","30","56","21","19","40","28","27","55","25","18","43","23","28","51","15","25","40","0","0","0","345","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","345",2020,"F"
"Catholic",2,205,"St Joseph's School","Primary","O","25","22","47","39","25","64","11","37","48","22","20","42","24","22","46","21","28","49","23","21","44","0","0","0","340","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","340",2020,"F"
"Catholic",2,212,"St Brendan's Primary School","Primary","O","1","4","5","2","1","3","0","0","0","1","2","3","1","3","4","2","3","5","1","1","2","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22",2020,"F"
"Catholic",2,219,"Sacred Heart College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","257","257","0","259","259","0","261","261","0","254","254","0","251","251","0","228","228","0","0","0","1510","1510",2020,"F"
"Catholic",2,227,"St Patrick's School","Primary","O","10","10","20","9","3","12","8","3","11","6","6","12","6","7","13","2","3","5","10","9","19","0","0","0","92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92",2020,"F"
"Catholic",2,236,"St Joseph's College Mildura","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","84","165","69","92","161","90","93","183","70","70","140","51","45","96","26","55.2","81.2","0","0","0","826.2","826.2",2020,"F"
"Catholic",2,250,"Star of the Sea College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","204","204","0","208","208","0","221","221","0","200","200","0","180","180","0","179","179","0","0","0","1192","1192",2020,"F"
"Catholic",2,251,"St James' School","Primary","O","11","12","23","7","18","25","19","19","38","8","19","27","14","12","26","6","16","22","16","27","43","0","0","0","204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","204",2020,"F"
"Catholic",2,252,"St Peter's School","Primary","O","32","49","81","42","38","80","49","45","94","33","45","78","39","32","71","52","56","108","38","47","85","0","0","0","597","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","597",2020,"F"
"Catholic",2,262,"St Liborius' School","Primary","O","20","18","38","25","16","41","24","21","45","15","26","41","15","16","31","23","17","40","18","24","42","0","0","0","278","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","278",2020,"F"
"Catholic",2,265,"Damascus College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91","115","206","98","109","207","84","121","205","89","109","198","75","101","176","53","88","141","0","0","0","1133","1133",2020,"F"
"Catholic",2,285,"St Mary's School","Primary","O","4","12","16","6","3","9","7","4","11","5","7","12","5","7","12","7","3","10","11","7","18","0","0","0","88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88",2020,"F"
"Catholic",2,286,"Sacred Heart College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77","79","156","53","80","133","81","77","158","51","52","103","61","56","117","59","59","118","0","0","0","785","785",2020,"F"
"Catholic",2,289,"St Ambrose's School","Primary","O","26","14","40","21","26","47","15","13","28","28","21","49","22","13","35","15","18","33","15","9","24","0","0","0","256","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","256",2020,"F"
"Catholic",2,299,"St Joseph's School","Primary","O","3","2","5","2","2","4","3","1","4","5","1","6","1","0","1","4","2","6","3","0","3","0","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29",2020,"F"
"Catholic",2,324,"Sacred Heart School","Primary","O","18","19","37","18","24","42","10","22","32","13","25","38","21","12","33","15","17","32","11","8","19","0","0","0","233","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","233",2020,"F"
"Catholic",2,336,"St Paul's School","Primary","O","16","22","38","18","14","32","20","18","38","18","23","41","24.9","19","43.9","18","13","31","12","15","27","0","0","0","250.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","250.9",2020,"F"
"Catholic",2,338,"St Andrew's School","Primary","O","23","18","41","19","25","44","16","28","44","15","25","40","20","23","43","25","20","45","8","12","20","0","0","0","277","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","277",2020,"F"
"Catholic",2,353,"St Brigid's School","Primary","O","20","17","37","11","6","17","13","18","31","9","9","18","13","8","21","8","17","25","12","10","22","0","0","0","171","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","171",2020,"F"
"Catholic",2,355,"Our Lady of Mount Carmel School","Primary","O","22","14","36","14.2","20","34.2","18","22","40","27","15","42","26","21","47","17","21","38","25","15","40","0","0","0","277.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","277.2",2020,"F"
"Catholic",2,367,"St Joseph's School","Primary","O","2","2","4","3","3","6","2","4","6","3","3","6","4","1","5","0","1","1","2","5","7","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35",2020,"F"
"Catholic",2,368,"St Mary's School","Primary","O","4","8","12","4","7","11","4","5","9","6","2","8","11","6","17","7","8.4","15.4","6.4","8","14.4","0","0","0","86.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86.8",2020,"F"
"Catholic",2,379,"St Mary's School","Primary","O","5","2","7","3","4","7","1","2","3","2","0","2","2","2","4","3","2","5","1","4","5","0","0","0","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33",2020,"F"
"Catholic",2,384,"FCJ College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","38","70","38","42","80","26","27","53","18","30","48","31","27","58","18","27","45","0","0","0","354","354",2020,"F"
"Catholic",2,386,"St Patrick's School","Primary","O","32","27","59","33","23","56","40","36","76","40.4","31","71.4","39","42","81","32","44","76","32","20","52","0","0","0","471.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","471.4",2020,"F"
"Catholic",2,401,"Sacred Heart Primary School","Primary","O","27","22","49","41","34","75","33","24","57","30","35","65","30","28","58","29","33","62","36.4","30","66.4","0","0","0","432.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","432.4",2020,"F"
"Catholic",2,404,"Xavier College","Pri/Sec","O","20","0","20","26","0","26","31","2","33","23","5","28","30","4","34","120","0","120","160","0","160","0","0","0","421","218","0","218","221","0","221","241","0","241","259","0","259","257","0","257","250","0","250","0","0","0","1446","1867",2020,"F"
"Catholic",2,409,"St Joseph's School","Primary","O","4","1","5","0","1","1","1","1","2","2","2","4","2","1","3","3","1","4","2","4","6","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25",2020,"F"
"Catholic",2,411,"Marian College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","45","83","38.6","41","79.6","29","59.9","88.9","26.7","37","63.7","32","43","75","34","43","77","0","0","0","467.2","467.2",2020,"F"
"Catholic",2,413,"Sacred Heart School","Primary","O","3","0","3","4","7","11","4","1","5","1","2","3","2","7","9","5","2","7","0","6","6","0","0","0","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44",2020,"F"
"Catholic",2,414,"St Bernard's School","Primary","O","31","23","54","20","26","46","27","18","45","36","12","48","21","22.4","43.4","23","27","50","16","25","41","0","0","0","327.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","327.4",2020,"F"
"Catholic",2,445,"St Patrick's School","Primary","O","4","8","12","1","6","7","8","8","16","11","7","18","4","7","11","3","14","17","12","14","26","0","0","0","107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","107",2020,"F"
"Catholic",2,467,"Academy of Mary Immaculate","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","139","139","0","119","119","0","128","128","0","109","109","0","104","104","0","71","71","0","0","0","670","670",2020,"F"
"Catholic",2,468,"Sacred Heart School","Primary","O","10","5","15","15","7","22","3","6","9","9","7","16","9","8.4","17.4","6","9","15","5","8","13","0","0","0","107.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","107.4",2020,"F"
"Catholic",2,474,"Mount Lilydale Mercy College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134","150","284","123","141","264","140","125","265","130","133","263","99","126","225","85","108","193","0","0","0","1494","1494",2020,"F"
"Catholic",2,477,"St Monica's School","Primary","O","5","10","15","10","13","23","8","10","18","7","14","21","6","8","14","10","4","14","11","10","21","0","0","0","126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","126",2020,"F"
"Catholic",2,478,"St Augustine's School","Primary","O","9","11","20","13","13","26","9","11","20","8","10","18","13","15","28","11","13","24","15","8","23","0","0","0","159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","159",2020,"F"
"Catholic",2,486,"St Michael & St John's School","Primary","O","19","18","37","24","18","42","13","17","30","16","19","35","15","16","31","24","12","36","18","18","36","0","0","0","247","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","247",2020,"F"
"Catholic",2,495,"Trinity College Colac Inc","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","59","118","83","68","151","63","65","128","60","53","113","63","59","122","50","56","106","0","0","0","738","738",2020,"F"
"Catholic",2,496,"St Mary's School","Primary","O","14","24","38","21","15","36","25","28.2","53.2","18","16.4","34.4","19","25","44","16","25","41","22","19","41","0","0","0","287.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","287.6",2020,"F"
"Catholic",2,500,"Kilbreda College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","149","149","0","161","161","0","153","153","0","149","149","0","149","149","0","144","144","0","0","0","905","905",2020,"F"
"Catholic",2,501,"Padua College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","222","218","440","215","233","448","215","231","446","209","203","412","196","195","391","183","167","350","0","0","0","2487","2487",2020,"F"
"Catholic",2,515,"Notre Dame College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","159","142","301","152","152","304","142","135","277","166","135","301","134","125","259","96","118","214","0","0","0","1656","1656",2020,"F"
"Catholic",2,518,"Sacred Heart College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","28","42","38","31","69","20","17","37","25","23","48","17","13","30","16","21","37","0","0","0","263","263",2020,"F"
"Catholic",2,524,"St John's School","Primary","O","6","7","13","2","6","8","4","6","10","4","6","10","9","6.6","15.6","7","12","19","4","8","12","0","0","0","87.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.6",2020,"F"
"Catholic",2,525,"St Joseph's School","Primary","O","22","18","40","5","14","19","27","11","38","17","18","35","17","19","36","22","13","35","14","27","41","0","0","0","244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","244",2020,"F"
"Catholic",2,539,"St Joseph's School","Primary","O","53","35","88","44","31","75","36","35","71","51","38","89","41","46","87","39","49","88","38","53","91","0","0","0","589","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","589",2020,"F"
"Catholic",2,548,"Saint Ignatius College Geelong","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","132","118","250","127","123","250","113","112","225","97","113","210","101","108","209","83","103","186","0","0","0","1330","1330",2020,"F"
"Catholic",2,549,"St Mary's School","Primary","O","16","22","38","18","17","35","18","23","41","12","15","27","13","15","28","18","18","36","20","22","42","0","0","0","247","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","247",2020,"F"
"Catholic",2,550,"St Patrick's School","Primary","O","28","29","57","25","32","57","24","30","54","29","39","68","30.6","25","55.6","38","39","77","47","36","83","0","0","0","451.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","451.6",2020,"F"
"Catholic",2,566,"St Monica's Primary School","Primary","O","43","38","81","33","37","70","37","37","74","36","45","81","43","24","67","38","41","79","50","36","86","0","0","0","538","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","538",2020,"F"
"Catholic",2,567,"St Patrick's School","Primary","O","18","16","34","20","14","34","14","12","26","17","19","36","16","21","37","19","17","36","24","17","41","0","0","0","244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","244",2020,"F"
"Catholic",2,576,"Catholic Ladies' College Ltd","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","143","143","0","141","141","0","115","115","0","115","115","0","135","135","0","113","113","0","0","0","762","762",2020,"F"
"Catholic",2,579,"St Joseph's School","Primary","O","6","5","11","6","6","12","5","11","16","10","4","14","10","9","19","7","5","12","4","9","13","0","0","0","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97",2020,"F"
"Catholic",2,581,"St Mary's School","Primary","O","3","6","9","6","7","13","4","6","10","7","5","12","7","5","12","8","4","12","5","9","14","0","0","0","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82",2020,"F"
"Catholic",2,584,"St Mary's School","Primary","O","41","49","90","38.2","37","75.2","45","54","99","52","36.4","88.4","52","54","106","33","48","81","35","46","81","0","0","0","620.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","620.6",2020,"F"
"Catholic",2,590,"Sacred Heart School","Primary","O","12","14","26","32","10","42","20","13","33","25","14","39","24","23","47","11","22","33","10","10","20","0","0","0","240","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","240",2020,"F"
"Catholic",2,594,"St Mary's School","Primary","O","9","10","19","10","9","19","13","14","27","10","14","24","12","12","24","14","5","19","11","11","22","0","0","0","154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","154",2020,"F"
"Catholic",2,595,"St Joseph's College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76","81","157","77","89","166","79","88","167","86.2","79","165.2","81","76","157","41","85","126","0","0","0","938.2","938.2",2020,"F"
"Catholic",2,599,"St Patrick's School","Primary","O","14","16","30","16","11","27","12","18","30","14","9","23","16","16","32","15","16","31","16","20","36","0","0","0","209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","209",2020,"F"
"Catholic",2,603,"St Joseph's School","Primary","O","2","10","12","15","13","28","9","12","21","9","10","19","11","10","21","5","9","14","10","13","23","0","0","0","138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138",2020,"F"
