"Education_Sector","Entity_Type","School_No","School_Name","School_Type","School_Status",""Prep Males Total"",""Prep Females Total"",""Prep Total"",""Year 1 Males Total"",""Year 1 Females Total"",""Year 1 Total"",""Year 2 Males total"",""Year 2 Females Total"",""Year 2 Total"",""Year 3 Males Total"",""Year 3 Females Total"",""Year 3 Total"",""Year 4 Males Total"",""Year 4 Females Total"",""Year 4 Total"",""Year 5 Males Total"",""Year 5 Females Total"",""Year 5 Total"",""Year 6 Males Total"",""Year 6 Females Total"",""Year 6 Total"",""Primary Ungraded Males Total"",""Primary Ungraded Females Total"",""Primary Ungraded Total"",""Primary Total"",""Year 7 Males Total"",""Year 7 Females Total"",""Year 7 Total"",""Year 8 Males Total"",""Year 8 Females Total"",""Year 8 Total"",""Year 9 Males Total"",""Year 9 Females Total"",""Year 9 Total"",""Year 10 Males Total"",""Year 10 Females Total"",""Year 10 Total"",""Year 11 Males Total"",""Year 11 Females Total"",""Year 11 Total"",""Year 12 Males"",""Year 12 Females"",""Year 12 Total"",""Secondary Ungraded Males Total"",""Secondary Ungraded Females Total"",""Secondary Ungraded Total"",""Secondary Total"",""Grand Total"","Year","CENSUS_TYPE"
"Catholic",2,1804,"St Mary's School","Primary","O","26","17","43","22","27","49","20","21","41","20","24","44","27","17","44","23","28","51","19","23","42","0","0","0","314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","314",2020,"F"
"Catholic",2,1805,"St Anne's School","Primary","O","23","17","40","15","20","35","26","19","45","13","20","33","24","18","42","26","17","43","26","14","40","0","0","0","278","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","278",2020,"F"
"Catholic",2,1806,"St Gabriel's School","Primary","O","35","30","65","35","38","73","36","41","77","34","38","72","45","32","77","33","45","78","25","50","75","0","0","0","517","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","517",2020,"F"
"Catholic",2,1807,"Our Lady's School","Primary","O","54","47","101","56","47","103","52","48","100","54","50","104","37","43","80","44","56","100","44","35","79","0","0","0","667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","667",2020,"F"
"Catholic",2,1808,"St Augustine's School","Primary","O","26","17","43","29","17","46","33","16","49","25","15","40","31","26","57","19","22","41","16","22","38","0","0","0","314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","314",2020,"F"
"Catholic",2,1809,"St Francis of Assisi School","Primary","O","92","79","171","89","83","172","81.2","87","168.2","98","69","167","78","79","157","80","88","168","88","80","168","0","0","0","1171.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1171.2",2020,"F"
"Catholic",2,1810,"Loyola College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116","129.4","245.4","117","137","254","113","113","226","132","101","233","113","112","225","85","93","178","0","0","0","1361.4","1361.4",2020,"F"
"Catholic",2,1811,"Catholic Regional College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89","126","215","91","104","195","95","94","189","95","88","183","70","87","157","55","96","151","0","0","0","1090","1090",2020,"F"
"Catholic",2,1820,"St Paul Apostle South School","Primary","O","21","21","42","28","25","53","30","19","49","10","16","26","12","18","30","5","19","24","17","9","26","0","0","0","250","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","250",2020,"F"
"Catholic",2,1821,"St Andrew's School","Primary","O","41","18","59","37","19","56","29","26","55","25","26","51","23","21","44","19","32","51","26","23","49","0","0","0","365","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","365",2020,"F"
"Catholic",2,1822,"St Thomas More's School","Primary","O","20","13","33","19","18","37","20","22","42","16","25","41","12","18","30","18","19","37","30","28","58","0","0","0","278","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","278",2020,"F"
"Catholic",2,1823,"St Francis' School","Primary","O","8","8","16","7","7","14","5","4","9","7","10","17","6","3","9","8","6","14","10","2","12","0","0","0","91","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91",2020,"F"
"Catholic",2,1829,"St James the Apostle School","Primary","O","45","33","78","25","34","59","37","37","74","28","33","61","31","32","63","28","44","72","36","38","74","0","0","0","481","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","481",2020,"F"
"Catholic",2,1830,"St Simon's School","Primary","O","24","32","56","32","34","66","46","40","86","42","34","76","46","35","81","41","32","73","44","47","91","0","0","0","529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","529",2020,"F"
"Catholic",2,1831,"Queen of Peace Primary School","Primary","O","39","37","76","35","32","67","38","35","73","44","33","77","30","32","62","29","28","57","32","41","73","0","0","0","485","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","485",2020,"F"
"Catholic",2,1832,"Don Bosco School","Primary","O","21","24","45","13","18","31","18","11","29","25","17","42","23","16","39","28","24","52","28","25","53","0","0","0","291","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","291",2020,"F"
"Catholic",2,1833,"Our Lady Star of the Sea School","Primary","O","34","43","77","32","52","84","35","40","75","40","34","74","39","47","86","33","25","58","42","42","84","0","0","0","538","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","538",2020,"F"
"Catholic",2,1834,"Catholic Regional College Institute of Training","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","259","214","473","193","215","408","0","0","0","881","881",2020,"F"
"Catholic",2,1835,"Catholic Regional College North Keilor","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92","76","168","84","80","164","89","79","168","79","70","149","0","0","0","0","0","0","0","0","0","649","649",2020,"F"
"Catholic",2,1857,"St Bernadette's Catholic Primary School","Primary","O","13","10","23","16","14","30","13","16","29","10","7","17","20","15","35","13","17","30","22","15","37","0","0","0","201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","201",2020,"F"
"Catholic",2,1858,"St Catherine's School","Primary","O","22","27","49","18","25","43","26","25","51","28","18.4","46.4","25","22","47","17","19","36","21","23","44","0","0","0","316.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","316.4",2020,"F"
"Catholic",2,1859,"St Anthony's School","Primary","O","31","39","70","25","41","66","37","27","64","31","29","60","31","35","66","34","25","59","31","21","52","0","0","0","437","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","437",2020,"F"
"Catholic",2,1860,"St Mary's School","Primary","O","23","18","41","20","20","40","21","16","37","17","24","41","22","26","48","18","19","37","21","25","46","0","0","0","290","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","290",2020,"F"
"Catholic",2,1861,"St Charles Borromeo School","Primary","O","16","5","21","14","11","25","17","6","23","14.4","12","26.4","23","20","43","19","19","38","12","19","31","0","0","0","207.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","207.4",2020,"F"
"Catholic",2,1877,"St Mary MacKillop Primary School","Primary","O","36","41","77","44.4","52","96.4","37","45","82","37","47","84","37","48","85","35","46","81","29","41","70","0","0","0","575.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","575.4",2020,"F"
"Catholic",2,1878,"St Catherine of Siena School","Primary","O","39","35","74","37","39","76","33","39","72","29","39","68","29","36","65","30","39","69","35","36","71","0","0","0","495","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","495",2020,"F"
"Catholic",2,1879,"St Paul's School","Primary","O","11","8","19","1","5","6","7","10","17","4","9","13","6","8","14","7","9","16","10","6","16","0","0","0","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101",2020,"F"
"Catholic",2,1881,"Our Lady of Fatima School","Primary","O","18","14","32","13","17","30","17","15","32","13","17","30","14","13","27","25","19","44","12","15","27","0","0","0","222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","222",2020,"F"
"Catholic",2,1882,"St Justin's School","Primary","O","24","18","42","24","22","46","26","26","52","25","20","45","21","24","45","26","23","49","25","31","56","0","0","0","335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","335",2020,"F"
"Catholic",2,1891,"St Richard's Primary School","Primary","O","8","12","20","13","11","24","8","11","19","8","8","16","15","3","18","10","11","21","13","9","22","0","0","0","140","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140",2020,"F"
"Catholic",2,1893,"Holy Trinity School","Primary","O","21","19","40","19","23","42","22","25","47","28.3","20","48.3","16","18","34","23","20","43","21","24","45","0","0","0","299.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","299.3",2020,"F"
"Catholic",2,1897,"St Paul Apostle North School","Primary","O","9","14","23","11","13","24","19","10","29","19","15","34","16","17","33","15","13","28","17","15","32","0","0","0","203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","203",2020,"F"
"Catholic",2,1898,"Corpus Christi School","Primary","O","37","28","65","42","36","78","36","29","65","23","23","46","29","28","57","27","34","61","23","26","49","0","0","0","421","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","421",2020,"F"
"Catholic",2,1899,"Nazareth College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79","63","142","50","41","91","53","53","106","67","48","115","65","43","108","56","46","102","0","0","0","664","664",2020,"F"
"Catholic",2,1901,"St Therese School","Primary","O","22","14","36","20","20","40","17","23","40","22","23","45","19","26","45","35","40","75","24","26","50","0","0","0","331","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","331",2020,"F"
"Catholic",2,1903,"Mary MacKillop Catholic Regional College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68","69","137","43.4","72","115.4","48","69","117","48","49","97","38","47","85","22","45","67","0","0","0","618.4","618.4",2020,"F"
"Catholic",2,1909,"St Joachim's School","Primary","O","20","27","47","26","29","55","22","20","42","28","19","47","22","20","42","20","27","47","25","15","40","0","0","0","320","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","320",2020,"F"
"Catholic",2,1910,"Holy Trinity Primary School","Primary","O","26","29","55","23","27","50","31","24","55","25","32","57","29","26","55","30","24","54","34","23","57","0","0","0","383","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","383",2020,"F"
"Catholic",2,1911,"St Carlo Borromeo School","Primary","O","45","37","82","46","38","84","43","41","84","38","46","84","43","36","79","47","36","83","36","45","81","0","0","0","577","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","577",2020,"F"
"Catholic",2,1917,"St Mary MacKillop College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","53","88","32","39","71","36.2","38","74.2","35","28","63","35","36","71","21.1","40","61.1","0","0","0","428.3","428.3",2020,"F"
"Catholic",2,1918,"St Kevin's School","Primary","O","43","38","81","37","43","80","42","39","81","39","42","81","37","39","76","40","37","77","36","41","77","0","0","0","553","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","553",2020,"F"
"Catholic",2,1920,"St Peter's College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","164","152","316","151","167","318","150","139","289","135","129","264","122","125","247","108","101","209","0","0","0","1643","1643",2020,"F"
"Catholic",2,1926,"St Therese's School","Primary","O","17","15","32","30","18","48","26","18","44","15","23","38","24","15","39","18","20","38","18","19","37","0","0","0","276","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","276",2020,"F"
"Catholic",2,1929,"St Ita's School","Primary","O","27","28","55","32","30","62","24","24","48","27","21","48","16","27","43","22","25","47","30","19","49","0","0","0","352","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","352",2020,"F"
"Catholic",2,1931,"Lumen Christi School","Primary","O","26","20","46","22","20","42","22","23","45","17","21","38","21","26","47","22","25","47","24","20","44","0","0","0","309","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","309",2020,"F"
"Catholic",2,1940,"St Francis of the Fields School","Primary","O","45","49","94","43","44","87","53","39","92","38","42","80","48","39","87","42","41","83","48","35","83","0","0","0","606","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","606",2020,"F"
"Catholic",2,1941,"Galilee Regional Catholic Primary School","Primary","O","28","24","52","33","35","68","27","24","51","30","25","55","23","21","44","19","17","36","23","20","43","0","0","0","349","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","349",2020,"F"
"Catholic",2,1943,"St Brendan's School","Primary","O","12","13","25","17","14","31","16","26","42","14","17","31","25","18","43","26","19","45","13","21","34","0","0","0","251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","251",2020,"F"
"Catholic",2,1944,"Mary MacKillop School","Primary","O","18","18","36","22","22","44","21","29","50","19","31","50","21","26","47","31.4","23","54.4","19","32","51","0","0","0","332.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","332.4",2020,"F"
"Catholic",2,1945,"Bethany Catholic Primary School","Primary","O","44","39","83","39","49","88","43","49","92","41","40","81","44","42","86","37","54","91","27","35","62","0","0","0","583","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","583",2020,"F"
"Catholic",2,1949,"Penola Catholic College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","151","120","271","184","118","302","138","114","252","136","95","231","119","85","204","130","86","216","0","0","0","1476","1476",2020,"F"
"Catholic",2,1951,"Good Samaritan Catholic Primary School","Primary","O","54","32","86","48","37","85","44","45","89","56","57","113","52","49","101","53.2","58","111.2","58","54","112","0","0","0","697.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","697.2",2020,"F"
"Catholic",2,1955,"Holy Cross Primary School","Primary","O","27","20","47","23","27","50","28","18","46","26","17","43","14","14","28","22","26","48","22","20","42","0","0","0","304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","304",2020,"F"
"Catholic",2,1956,"St Catherine's Primary School","Primary","O","49","43","92","41","47","88","48","46","94","39","58","97","43.4","53","96.4","43","57","100","37","42","79","0","0","0","646.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","646.4",2020,"F"
"Catholic",2,1959,"Emmaus Catholic Primary School","Primary","O","25","27","52","35","28","63","32","29","61","29","26","55","27","41","68","28","32","60","28","29","57","0","0","0","416","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","416",2020,"F"
"Catholic",2,1962,"Thomas Carr College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108","89","197","99","91","190","77","77","154","96","99","195","96","70","166","76","91","167","0","0","0","1069","1069",2020,"F"
"Catholic",2,1963,"St Thomas Primary School","Primary","O","31","36","67","33","31","64","19","38","57","40","28","68","32","29","61","35","26","61","23","34","57","0","0","0","435","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","435",2020,"F"
"Catholic",2,1973,"Clairvaux Catholic School","Primary","O","53","36","89","60","46","106","50","40","90","55","32","87","55","49","104","50","42","92","41","50","91","0","0","0","659","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","659",2020,"F"
"Catholic",2,1987,"Christ the Priest Catholic Primary School","Primary","O","34","35","69","34","27","61","34","29","63","28","28","56","35","40","75","38","34","72","40","40","80","0","0","0","476","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","476",2020,"F"
"Catholic",2,1991,"Lumen Christi School","Primary","O","68","44","112","52","58","110","51","57","108","54","54","108","60","50","110","66","46","112","55","49","104","0","0","0","764","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","764",2020,"F"
"Catholic",2,1993,"Trinity Catholic Primary School","Primary","O","28.2","45","73.2","32","30","62","39.4","38","77.4","35","34","69","39","41","80","34","37","71","28","43","71","0","0","0","503.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","503.6",2020,"F"
"Catholic",2,1996,"Columba Catholic School","Primary","O","19","18","37","19","18","37","14","10","24","16","9","25","13","14","27","8","12","20","14","17","31","0","0","0","201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","201",2020,"F"
"Catholic",2,2001,"Lavalla Catholic College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","113","108","221","105","107.1","212.1","93","116","209","114","89","203","96","88","184","77.8","102","179.8","0","0","0","1208.9","1208.9",2020,"F"
"Catholic",2,2010,"Antonine College","Pri/Sec","O","29","21","50","24","24","48","23","27","50","23","26","49","35","27","62","35","33","68","25","32","57","0","0","0","384","48","38","86","45","34","79","34","36","70","23","44","67","20","28","48","26","40","66","0","0","0","416","800",2020,"F"
"Catholic",2,2021,"Cana Catholic Primary School","Primary","O","28","26","54","24","17","41","26","26","52","19","18","37","21","33","54","21","26","47","23","29","52","0","0","0","337","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","337",2020,"F"
"Catholic",2,2028,"St Luke's Catholic Primary School","Primary","O","19","24","43","22","16","38","20","16","36","25","27","52","21","14","35","11","28","39","10","18","28","0","0","0","271","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","271",2020,"F"
"Catholic",2,2029,"St Francis of Assisi Primary School, Wodonga","Primary","O","25","41","66","38","29","67","30","28","58","25","16","41","14","17","31","12","19","31","17","17","34","0","0","0","328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","328",2020,"F"
"Catholic",2,2032,"Marymede Catholic College","Pri/Sec","O","68","60","128","64","53","117","65","59.6","124.6","67","73","140","51","57","108","68","70","138","62","79","141","0","0","0","896.6","113","113","226","83","94","177","90","88","178","64","81","145","72","74","146","71","65","136","0","0","0","1008","1904.6",2020,"F"
"Catholic",2,2033,"Stella Maris Catholic Primary School","Primary","O","50","58","108","51","55","106","50.2","61","111.2","52","52","104","46","39","85","46","36","82","41","35","76","0","0","0","672.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","672.2",2020,"F"
"Catholic",2,2036,"Trinity Catholic School","Primary","O","17","18","35","15","9","24","20","6","26","16","11","27","15","13","28","11","19","30","13","14","27","0","0","0","197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","197",2020,"F"
"Catholic",2,2037,"DOXA School Bendigo","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","5","1","6","12","3","15","5","5","10","6","7","13","7","4","11","0","0","0","56","56",2020,"F"
"Catholic",2,2044,"Catholic Regional College Caroline Springs","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125","134","259","116","126","242","125","100","225","101","100","201","0","0","0","0","0","0","0","0","0","927","927",2020,"F"
"Catholic",2,2048,"Emmaus Catholic Primary School","Primary","O","25","37","62","12","28","40","26","29","55","30","23","53","24","30","54","23","25","48","27","27","54","0","0","0","366","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","366",2020,"F"
"Catholic",2,2051,"Kolbe Catholic College","Secondary","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96","96","192","93","97","190","91","72","163","84","72","156","74","81","155","72","80","152","0","0","0","1008","1008",2020,"F"
"Catholic",2,2055,"Mother Teresa School","Primary","O","35","34","69","33","40","73","39","33","72","37","30","67","30","39","69","30","29","59","36","27","63","0","0","0","472","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","472",2020,"F"
"Catholic",2,2057,"Our Lady of the Southern Cross","Primary","O","34","36","70","34","31","65","31","34","65","30","34","64","21","27","48","36","27","63","25","40","65","0","0","0","440","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","440",2020,"F"
"Catholic",2,2059,"St George Preca School","Primary","O","43","50","93","45","46","91","55","38","93","48","58","106","53","41","94","51","49","100","35","38","73","0","0","0","650","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","650",2020,"F"
"Catholic",2,2060,"St Joseph's School","Primary","O","36","29","65","34","35","69","31","28","59","24","33","57","19","20","39","19","25","44","15","15","30","0","0","0","363","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","363",2020,"F"
"Catholic",2,2063,"Borinya, Wangaratta Community Partnership","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","7","0","7","4","1","5","10","6.9","16.9","7","4","11","1","1","2","0","0","0","43.9","43.9",2020,"F"
"Catholic",2,2067,"St Brigid's School","Primary","O","23","20","43","18","23","41","18","22","40","14","26","40","13","15","28","16","21","37","18","15","33","0","0","0","262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","262",2020,"F"
"Catholic",2,2068,"St Francis de Sales Catholic Primary School","Primary","O","31","32","63","30","34","64","36","29","65","25","32","57","26","18","44","23","30","53","23","25","48","0","0","0","394","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","394",2020,"F"
"Catholic",2,2069,"St Lawrence Catholic Primary School","Primary","O","46","28","74","32","48","80","42","32","74","38","33","71","27","46","73","28","33","61","38","26","64","0","0","0","497","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","497",2020,"F"
"Catholic",2,2075,"MacKillop Specialist School","Special","O","0","0","0","0","0","0","1","0","1","6","1","7","14","1","15","11","2","13","11","1","12","0","0","0","48","6","0","6","9","1","10","9","2","11","4","1","5","3","1","4","4","5","9","0","0","0","45","93",2020,"F"
"Catholic",2,2078,"St Francis of Assisi Catholic Primary School","Primary","O","30","37","67","34","28","62","28","38","66","32","26","58","38","27","65","34","25","59","30","38","68","0","0","0","445","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","445",2020,"F"
"Catholic",2,2079,"St Joseph's Flexible Learning Centre Melbourne","Special","O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","4","19","14","33","51","30","81","39","37","76","37","40","77","69","48","117","0","0","0","388","388",2020,"F"
"Catholic",2,2087,"St Mary of the Cross MacKillop Catholic Parish Primary School","Primary","O","45","32","77","38","38","76","51","43","94","42","43","85","46","30","76","34","39","73","29","23","52","0","0","0","533","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","533",2020,"F"
"Catholic",2,2089,"St Mary of the Cross Catholic Primary School","Primary","O","31","34","65","20.6","30","50.6","31","22","53","20","26","46","27","17","44","24","21","45","21","23","44","0","0","0","347.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","347.6",2020,"F"
"Catholic",2,2090,"St Thomas the Apostle Catholic Primary School","Primary","O","59","65","124","54","51.8","105.8","69.4","61","130.4","52","36","88","37","43","80","55","44","99","42","30","72","0","0","0","699.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","699.2",2020,"F"
"Catholic",2,2093,"St John the Apostle Catholic Primary School","Primary","O","23","20","43","26","22","48","26","15","41","21","21","42","27","22","49","18","12","30","13","11","24","0","0","0","277","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","277",2020,"F"
"Catholic",2,2094,"St Clare's Catholic Primary School","Primary","O","35","36","71","35","33","68","36","25","61","22","26","48","30","21","51","18","28","46","20","12","32","0","0","0","377","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","377",2020,"F"
"Catholic",2,2095,"St Clare's Primary School","Primary","O","41","49","90","44","47","91","56","39","95","39","35","74","35","42","77","15","26","41","18","25","43","0","0","0","511","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","511",2020,"F"
"Catholic",2,2096,"St Paul the Apostle Catholic Primary School","Primary","O","30","30","60","42","33","75","29","36","65","26.6","29","55.6","19","18","37","20","10","30","8","7","15","0","0","0","337.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","337.6",2020,"F"
"Catholic",2,2098,"Marist College Bendigo","Pri/Sec","O","28","27","55","32","25","57","28","29","57","30","26","56","0","0","0","22","28","50","29.2","19","48.2","0","0","0","323.2","66","83","149","75","83","158","64","57","121","47","61","108","44","54","98","33","30","63","0","0","0","697","1020.2",2020,"F"
"Catholic",2,2115,"Siena Catholic Primary School","Primary","O","16","22","38","22","28","50","21","14","35","15","17","32","6","10","16","9","6","15","11","13","24","0","0","0","210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","210",2020,"F"
"Catholic",2,2218,"Oscar Romero Catholic Primary School","Primary","O","33","45","78","36.8","36","72.8","33","28","61","24","13","37","18","23","41","13","21","34","9","12","21","0","0","0","344.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","344.8",2020,"F"
"Catholic",2,2219,"St Mary MacKillop Catholic Primary School, Bannockburn","Primary","O","21","16","37","22","26","48","16","13","29","13","16","29","4","10","14","15","21","36","11","15","26","0","0","0","219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","219",2020,"F"
"Catholic",2,2220,"Our Lady of the Way Catholic Primary School","Primary","O","43","42","85","31","18","49","22.4","21","43.4","26","20","46","15","10","25","13","14","27","5","7","12","0","0","0","287.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","287.4",2020,"F"
"Catholic",2,2221,"Lisieux Catholic Primary School","Primary","O","28","19","47","36","17","53","15","11","26","10","16","26","10","13","23","3","3","6","5","9","14","0","0","0","195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","195",2020,"F"
"Catholic",2,2222,"Our Lady Star of the Sea Catholic Primary School","Primary","O","6","5","11","3","4","7","6","3","9","3.8","4","7.8","5","4","9","5","4","9","5","8","13","0","0","0","65.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.8",2020,"F"
